G,Date,Location,Opp,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF, ,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
30,2024-03-06,@,Minnesota,W,70,58,30,55,0.545,5,8,0.625,5,7,0.714,3,24,28,12,5,14,13,,22,57,0.386,5,26,0.192,9,14,0.643,10,33,12,11,3,17,8,Indiana
31,2024-03-10,,Michigan State,W,65,64,27,57,0.474,6,17,0.353,5,12,0.417,10,34,18,3,3,16,11,,25,65,0.385,8,25,0.32,6,7,0.857,8,29,15,12,0,9,14,Indiana
32,2024-03-14,N,Penn State,W,61,59,22,56,0.393,3,12,0.25,14,18,0.778,9,39,13,3,6,12,20,,16,58,0.276,7,27,0.259,20,24,0.833,10,35,11,4,7,10,20,Indiana
33,2024-03-15,N,Nebraska,L,66,93,24,68,0.353,5,20,0.25,13,13,1.0,9,32,16,8,5,11,17,,30,60,0.5,14,32,0.438,19,24,0.792,6,39,20,8,4,11,13,Indiana
1,2023-11-07,,North Dakota,W,110,68,40,75,0.533,12,24,0.5,18,20,0.9,9,42,23,12,2,7,18,,27,67,0.403,4,25,0.16,10,17,0.588,11,37,9,5,3,18,19,Iowa
2,2023-11-10,,Alabama State,W,98,67,33,72,0.458,9,29,0.31,23,35,0.657,17,44,27,6,3,6,15,,23,65,0.354,6,22,0.273,15,20,0.75,12,39,7,5,3,15,29,Iowa
3,2023-11-14,@,Creighton,L,84,92,34,68,0.5,6,14,0.429,10,14,0.714,6,27,20,7,6,7,18,,32,62,0.516,10,29,0.345,18,24,0.75,8,37,19,2,3,11,14,Iowa
4,2023-11-17,,Arkansas State,W,88,74,27,58,0.466,2,12,0.167,32,46,0.696,10,38,14,11,8,7,17,,28,68,0.412,10,24,0.417,8,17,0.471,15,42,16,5,4,18,30,Iowa
5,2023-11-23,N,Oklahoma,L,67,79,24,67,0.358,4,23,0.174,15,18,0.833,15,37,10,4,4,13,15,,31,64,0.484,4,20,0.2,13,15,0.867,6,28,15,8,4,8,15,Iowa
6,2023-11-24,N,Seton Hall,W,85,72,31,55,0.564,7,19,0.368,16,19,0.842,2,32,20,4,2,10,13,,27,75,0.36,8,27,0.296,10,12,0.833,15,35,14,8,1,6,18,Iowa
7,2023-11-29,,North Florida,W,103,78,36,61,0.59,8,14,0.571,23,26,0.885,6,32,17,9,6,10,11,,30,66,0.455,12,31,0.387,6,9,0.667,9,29,6,7,0,15,19,Iowa
8,2023-12-04,@,Purdue,L,68,87,25,65,0.385,6,18,0.333,12,17,0.706,14,31,17,5,3,8,15,,34,65,0.523,8,25,0.32,11,16,0.688,15,39,24,3,5,7,13,Iowa
9,2023-12-07,@,Iowa State,L,65,90,22,57,0.386,8,26,0.308,13,16,0.813,8,28,14,9,3,19,21,,32,60,0.533,8,17,0.471,18,26,0.692,10,36,19,12,6,12,13,Iowa
10,2023-12-10,,Michigan,L,80,90,28,64,0.438,5,20,0.25,19,25,0.76,7,27,16,9,3,9,15,,29,60,0.483,9,24,0.375,23,28,0.821,11,37,17,5,6,12,16,Iowa
11,2023-12-16,N,Florida A&M,W,88,52,34,63,0.54,10,26,0.385,10,20,0.5,7,46,22,11,6,15,16,,19,63,0.302,5,15,0.333,9,13,0.692,6,28,9,9,2,15,19,Iowa
12,2023-12-20,,UMBC,W,103,81,42,84,0.5,6,23,0.261,13,16,0.813,14,41,33,10,1,4,10,,32,69,0.464,13,25,0.52,4,9,0.444,9,33,16,4,8,15,17,Iowa
13,2023-12-29,,Northern Illinois,W,103,74,42,84,0.5,8,25,0.32,11,15,0.733,11,38,23,15,9,7,14,,27,58,0.466,11,18,0.611,9,16,0.563,3,32,11,7,7,21,13,Iowa
14,2024-01-02,@,Wisconsin,L,72,83,27,62,0.435,7,17,0.412,11,16,0.688,6,29,13,5,3,14,22,,27,52,0.519,4,16,0.25,25,35,0.714,8,37,15,9,3,13,15,Iowa
15,2024-01-06,,Rutgers,W,86,77,29,63,0.46,7,14,0.5,21,24,0.875,7,33,17,9,4,13,17,,28,71,0.394,6,19,0.316,15,19,0.789,17,44,8,9,7,16,21,Iowa
16,2024-01-12,,Nebraska,W,94,76,35,67,0.522,15,35,0.429,9,14,0.643,9,34,30,5,0,6,13,,30,63,0.476,4,26,0.154,12,15,0.8,8,34,14,5,1,8,14,Iowa
17,2024-01-15,@,Minnesota,W,86,77,35,65,0.538,3,13,0.231,13,16,0.813,8,35,23,9,2,10,19,,28,58,0.483,5,29,0.172,16,24,0.667,6,27,20,8,2,11,16,Iowa
18,2024-01-20,,Purdue,L,70,84,27,59,0.458,5,17,0.294,11,16,0.688,4,23,15,6,1,7,19,,30,67,0.448,9,26,0.346,15,21,0.714,19,50,19,4,6,11,15,Iowa
19,2024-01-24,,Maryland,L,67,69,24,57,0.421,3,14,0.214,16,18,0.889,10,30,11,5,3,13,18,,24,51,0.471,7,15,0.467,14,20,0.7,8,27,10,6,8,13,19,Iowa
20,2024-01-27,@,Michigan,W,88,78,31,58,0.534,8,16,0.5,18,18,1.0,7,27,14,5,6,10,18,,27,63,0.429,9,26,0.346,15,20,0.75,12,28,18,4,5,9,14,Iowa
21,2024-01-30,@,Indiana,L,68,74,23,65,0.354,6,22,0.273,16,19,0.842,7,26,10,9,3,3,16,,26,57,0.456,8,22,0.364,14,22,0.636,10,37,18,3,8,11,17,Iowa
22,2024-02-02,,Ohio State,W,79,77,29,54,0.537,3,10,0.3,18,22,0.818,7,26,13,6,6,8,16,,27,58,0.466,7,16,0.438,16,21,0.762,12,28,15,4,3,9,18,Iowa
23,2024-02-08,@,Penn State,L,79,89,33,59,0.559,4,15,0.267,9,10,0.9,9,27,15,9,1,17,22,,26,50,0.52,12,23,0.522,25,31,0.806,8,26,18,11,1,13,14,Iowa
24,2024-02-11,,Minnesota,W,90,85,31,65,0.477,5,15,0.333,23,28,0.821,11,36,14,7,6,7,11,,30,64,0.469,12,26,0.462,13,19,0.684,11,33,21,7,4,10,22,Iowa
25,2024-02-14,@,Maryland,L,66,78,26,64,0.406,6,22,0.273,8,12,0.667,10,27,11,4,5,9,23,,25,52,0.481,4,17,0.235,24,29,0.828,9,31,11,7,2,11,11,Iowa
26,2024-02-17,,Wisconsin,W (1 OT),88,86,30,57,0.526,4,14,0.286,24,30,0.8,5,32,16,4,6,9,21,,30,63,0.476,7,16,0.438,19,28,0.679,7,28,20,5,1,7,22,Iowa
27,2024-02-20,@,Michigan State,W,78,71,28,55,0.509,4,13,0.308,18,23,0.783,6,33,17,3,2,4,14,,27,60,0.45,10,20,0.5,7,14,0.5,9,31,20,1,4,8,17,Iowa
28,2024-02-24,@,Illinois,L,85,95,30,63,0.476,4,12,0.333,21,25,0.84,10,30,13,6,3,11,21,,31,63,0.492,10,27,0.37,23,30,0.767,13,37,16,7,1,9,17,Iowa
29,2024-02-27,,Penn State,W,90,81,25,53,0.472,8,16,0.5,32,37,0.865,4,31,22,6,5,12,20,,32,71,0.451,4,17,0.235,13,23,0.565,11,37,14,8,1,10,23,Iowa
30,2024-03-02,@,Northwestern,W,87,80,33,60,0.55,10,20,0.5,11,13,0.846,7,26,25,4,2,5,14,,28,52,0.538,10,20,0.5,14,16,0.875,3,18,19,4,2,6,15,Iowa
31,2024-03-10,,Illinois,L,61,73,23,65,0.354,7,21,0.333,8,13,0.615,2,31,15,5,7,5,16,,28,63,0.444,5,16,0.313,12,20,0.6,10,47,9,2,5,11,13,Iowa
32,2024-03-14,N,Ohio State,L,78,90,26,62,0.419,8,21,0.381,18,27,0.667,7,32,19,3,4,8,23,,31,60,0.517,11,20,0.55,17,26,0.654,10,41,18,4,6,10,21,Iowa
33,2024-03-19,,Kansas State,W,91,82,29,60,0.483,11,23,0.478,22,30,0.733,12,39,20,8,3,13,17,,33,69,0.478,8,30,0.267,8,16,0.5,11,37,16,8,1,13,20,Iowa
1,2023-11-06,,Oakland,W,79,73,24,52,0.462,7,25,0.28,24,30,0.8,11,40,14,4,3,13,17,,24,61,0.393,14,35,0.4,11,15,0.733,9,24,12,5,0,9,29,Ohio State
2,2023-11-10,,Texas A&M,L,66,73,26,62,0.419,4,19,0.211,10,17,0.588,10,31,11,2,10,8,21,,27,63,0.429,3,18,0.167,16,23,0.696,15,41,8,3,1,5,18,Ohio State
3,2023-11-15,,Merrimack,W,76,52,26,58,0.448,8,13,0.615,16,23,0.696,14,39,18,9,2,12,8,,20,50,0.4,9,25,0.36,3,5,0.6,2,22,8,6,5,18,22,Ohio State
4,2023-11-19,,Western Michigan,W,73,56,29,62,0.468,10,25,0.4,5,11,0.455,9,36,15,10,6,8,14,,23,62,0.371,7,26,0.269,3,9,0.333,9,34,11,3,1,11,11,Ohio State
5,2023-11-24,N,Alabama,W,92,81,27,50,0.54,10,18,0.556,28,30,0.933,6,28,10,9,1,14,24,,26,56,0.464,9,30,0.3,20,26,0.769,7,23,10,5,3,12,26,Ohio State
6,2023-11-25,N,Santa Clara,W,86,56,33,63,0.524,13,28,0.464,7,9,0.778,8,32,22,8,4,7,20,,21,55,0.382,6,20,0.3,8,16,0.5,14,32,9,3,1,15,15,Ohio State
7,2023-11-29,,Central Michigan,W,88,61,31,66,0.47,7,24,0.292,19,23,0.826,15,42,20,4,3,7,18,,22,55,0.4,6,16,0.375,11,20,0.55,7,23,7,6,5,14,18,Ohio State
8,2023-12-03,,Minnesota,W,84,74,26,52,0.5,9,17,0.529,23,28,0.821,10,32,11,8,7,14,18,,28,58,0.483,4,14,0.286,14,20,0.7,9,25,13,9,2,13,22,Ohio State
9,2023-12-06,,Miami (OH),W,84,64,28,62,0.452,9,23,0.391,19,25,0.76,17,37,19,5,4,9,14,,24,55,0.436,7,12,0.583,9,11,0.818,10,24,9,5,2,15,19,Ohio State
10,2023-12-09,@,Penn State,L,80,83,27,60,0.45,11,26,0.423,15,22,0.682,13,41,21,2,3,15,18,,31,65,0.477,10,24,0.417,11,19,0.579,12,30,11,10,1,8,18,Ohio State
11,2023-12-16,N,UCLA,W,67,60,25,56,0.446,1,15,0.067,16,21,0.762,7,34,9,4,4,11,19,,24,62,0.387,1,10,0.1,11,18,0.611,10,34,9,8,3,10,22,Ohio State
12,2023-12-21,,New Orleans,W,78,36,26,59,0.441,8,23,0.348,18,23,0.783,12,46,16,6,3,11,18,,12,48,0.25,1,10,0.1,11,21,0.524,5,26,3,4,5,14,21,Ohio State
13,2023-12-30,N,West Virginia,W (1 OT),78,75,26,73,0.356,11,33,0.333,15,25,0.6,15,42,15,9,4,11,19,,29,69,0.42,5,22,0.227,12,16,0.75,12,45,14,3,2,13,21,Ohio State
14,2024-01-03,,Rutgers,W,76,72,28,60,0.467,11,24,0.458,9,12,0.75,8,34,17,4,3,12,10,,27,67,0.403,6,24,0.25,12,14,0.857,12,38,7,5,5,10,13,Ohio State
15,2024-01-06,@,Indiana,L,65,71,25,69,0.362,7,27,0.259,8,9,0.889,16,42,13,3,10,14,15,,27,59,0.458,5,12,0.417,12,16,0.75,6,25,16,8,3,4,15,Ohio State
16,2024-01-10,,Wisconsin,L,60,71,25,55,0.455,6,18,0.333,4,10,0.4,4,25,10,2,7,7,12,,27,57,0.474,7,22,0.318,10,11,0.909,5,28,14,5,3,5,13,Ohio State
17,2024-01-15,@,Michigan,L,65,73,25,66,0.379,3,25,0.12,12,14,0.857,10,34,8,5,5,4,13,,27,63,0.429,12,23,0.522,7,10,0.7,9,36,15,1,3,9,15,Ohio State
18,2024-01-20,,Penn State,W,79,67,27,59,0.458,3,18,0.167,22,25,0.88,9,43,15,6,5,6,8,,26,70,0.371,11,24,0.458,4,5,0.8,10,33,10,3,0,7,21,Ohio State
19,2024-01-23,@,Nebraska,L,69,83,27,56,0.482,8,23,0.348,7,12,0.583,6,28,19,2,7,8,13,,30,61,0.492,14,26,0.538,9,12,0.75,7,33,19,5,2,6,11,Ohio State
20,2024-01-27,@,Northwestern,L,58,83,14,41,0.341,5,21,0.238,25,33,0.758,3,22,9,5,4,10,16,,30,52,0.577,10,19,0.526,13,17,0.765,3,27,16,4,2,6,23,Ohio State
21,2024-01-30,,Illinois,L,75,87,30,60,0.5,4,12,0.333,11,15,0.733,6,25,11,4,4,6,18,,31,60,0.517,7,17,0.412,18,20,0.9,10,32,8,2,4,6,15,Ohio State
22,2024-02-02,@,Iowa,L,77,79,27,58,0.466,7,16,0.438,16,21,0.762,12,28,15,4,3,9,18,,29,54,0.537,3,10,0.3,18,22,0.818,7,26,13,6,6,8,16,Ohio State
23,2024-02-06,,Indiana,L,73,76,22,53,0.415,5,17,0.294,24,27,0.889,5,25,10,4,4,11,23,,25,56,0.446,5,13,0.385,21,31,0.677,12,33,12,5,3,10,21,Ohio State
24,2024-02-10,,Maryland,W (2 OT),79,75,29,66,0.439,4,17,0.235,17,20,0.85,5,36,9,6,5,9,25,,24,62,0.387,7,17,0.412,20,30,0.667,11,40,11,3,1,12,20,Ohio State
25,2024-02-13,@,Wisconsin,L,54,62,23,56,0.411,7,18,0.389,1,2,0.5,6,24,9,7,3,8,16,,22,50,0.44,7,21,0.333,11,16,0.688,10,37,13,4,0,11,12,Ohio State
26,2024-02-18,,Purdue,W,73,69,28,58,0.483,7,21,0.333,10,11,0.909,7,22,13,9,3,6,20,,23,53,0.434,3,9,0.333,20,20,1.0,14,36,13,3,5,14,14,Ohio State
27,2024-02-22,@,Minnesota,L,79,88,29,57,0.509,7,22,0.318,14,18,0.778,7,23,12,5,4,9,23,,28,56,0.5,8,19,0.421,24,31,0.774,10,28,17,6,3,8,17,Ohio State
28,2024-02-25,@,Michigan State,W,60,57,22,57,0.386,3,17,0.176,13,18,0.722,11,34,8,7,5,10,14,,22,55,0.4,4,15,0.267,9,11,0.818,7,28,9,8,5,9,14,Ohio State
29,2024-02-29,,Nebraska,W,78,69,23,54,0.426,8,21,0.381,24,28,0.857,9,41,13,2,3,13,9,,26,67,0.388,10,33,0.303,7,8,0.875,7,31,15,7,1,8,21,Ohio State
30,2024-03-03,,Michigan,W,84,61,27,48,0.563,5,12,0.417,25,31,0.806,2,27,11,14,4,16,16,,20,55,0.364,5,18,0.278,16,22,0.727,10,28,6,6,2,18,20,Ohio State
31,2024-03-10,@,Rutgers,W,73,51,24,48,0.5,9,20,0.45,16,21,0.762,6,37,14,5,8,14,22,,15,55,0.273,4,18,0.222,17,28,0.607,11,29,7,8,4,11,20,Ohio State
32,2024-03-14,N,Iowa,W,90,78,31,60,0.517,11,20,0.55,17,26,0.654,10,41,18,4,6,10,21,,26,62,0.419,8,21,0.381,18,27,0.667,7,32,19,3,4,8,23,Ohio State
33,2024-03-15,N,Illinois,L,74,77,30,66,0.455,4,15,0.267,10,13,0.769,13,38,15,6,5,10,27,,26,62,0.419,4,15,0.267,21,32,0.656,14,36,12,2,4,10,13,Ohio State
34,2024-03-19,,Cornell,W,88,83,32,75,0.427,11,26,0.423,13,22,0.591,21,46,22,4,5,10,12,,33,67,0.493,12,33,0.364,5,6,0.833,5,29,26,6,3,8,20,Ohio State
1,2023-11-06,,Bethune-Cookman,W,80,60,24,46,0.522,5,17,0.294,27,35,0.771,7,33,17,9,4,17,16,,23,70,0.329,4,18,0.222,10,14,0.714,18,33,9,13,3,13,29,Minnesota
2,2023-11-10,,UTSA,W,102,76,30,55,0.545,14,29,0.483,28,34,0.824,6,39,21,7,6,11,19,,29,71,0.408,9,22,0.409,9,16,0.563,8,26,14,7,1,10,22,Minnesota
3,2023-11-16,,Missouri,L,68,70,24,58,0.414,8,23,0.348,12,17,0.706,14,42,16,3,7,15,13,,28,63,0.444,8,23,0.348,6,8,0.75,6,24,14,10,7,7,14,Minnesota
4,2023-11-18,,USC Upstate,W,67,53,23,58,0.397,5,23,0.217,16,19,0.842,5,37,16,2,8,10,14,,21,62,0.339,6,21,0.286,5,11,0.455,6,32,12,7,3,9,17,Minnesota
5,2023-11-21,,Arkansas-Pine Bluff,W,86,67,31,69,0.449,11,36,0.306,13,18,0.722,12,41,24,9,5,14,18,,21,58,0.362,8,23,0.348,17,21,0.81,7,28,11,11,3,14,20,Minnesota
6,2023-11-26,N,San Francisco,L,58,76,22,50,0.44,4,15,0.267,10,15,0.667,9,29,11,3,1,17,10,,33,63,0.524,4,14,0.286,6,8,0.75,11,28,13,14,3,5,14,Minnesota
7,2023-11-30,,New Orleans,W,97,64,38,64,0.594,8,22,0.364,13,23,0.565,9,38,27,5,6,11,22,,22,61,0.361,1,11,0.091,19,23,0.826,9,27,9,8,3,10,19,Minnesota
8,2023-12-03,@,Ohio State,L,74,84,28,58,0.483,4,14,0.286,14,20,0.7,9,25,13,9,2,13,22,,26,52,0.5,9,17,0.529,23,28,0.821,10,32,11,8,7,14,18,Minnesota
9,2023-12-06,,Nebraska,W,76,65,25,53,0.472,8,25,0.32,18,29,0.621,10,28,18,10,7,16,9,,24,53,0.453,5,18,0.278,12,15,0.8,9,28,15,7,1,18,21,Minnesota
10,2023-12-09,,Florida Gulf Coast,W,77,57,31,68,0.456,10,28,0.357,5,5,1.0,9,34,23,7,4,6,12,,20,50,0.4,6,10,0.6,11,15,0.733,7,29,11,3,1,14,9,Minnesota
11,2023-12-12,,IU Indianapolis,W,101,65,42,67,0.627,14,28,0.5,3,5,0.6,7,37,31,7,5,9,15,,27,64,0.422,3,13,0.231,8,14,0.571,5,21,14,6,1,10,9,Minnesota
12,2023-12-21,,Ball State,W,80,63,30,57,0.526,8,18,0.444,12,22,0.545,8,31,22,7,3,6,15,,24,53,0.453,8,21,0.381,7,11,0.636,6,25,11,2,1,14,16,Minnesota
13,2023-12-29,,Maine,W,80,62,29,57,0.509,11,24,0.458,11,19,0.579,6,30,23,8,5,10,13,,26,59,0.441,5,19,0.263,5,6,0.833,6,28,16,4,2,13,19,Minnesota
14,2024-01-04,@,Michigan,W,73,71,29,61,0.475,10,24,0.417,5,9,0.556,12,31,17,7,6,9,18,,24,58,0.414,6,19,0.316,17,22,0.773,11,33,9,5,5,9,14,Minnesota
15,2024-01-07,,Maryland,W,65,62,24,59,0.407,6,23,0.261,11,18,0.611,9,27,18,11,6,10,19,,19,50,0.38,4,12,0.333,20,24,0.833,9,32,10,6,6,17,20,Minnesota
16,2024-01-12,@,Indiana,L,62,74,23,59,0.39,3,20,0.15,13,24,0.542,12,40,9,7,7,13,22,,26,60,0.433,6,14,0.429,16,27,0.593,12,38,17,6,2,9,18,Minnesota
17,2024-01-15,,Iowa,L,77,86,28,58,0.483,5,29,0.172,16,24,0.667,6,27,20,8,2,11,16,,35,65,0.538,3,13,0.231,13,16,0.813,8,35,23,9,2,10,19,Minnesota
18,2024-01-18,@,Michigan State,L,66,76,21,49,0.429,7,20,0.35,17,26,0.654,8,35,13,3,1,19,24,,29,65,0.446,3,12,0.25,15,23,0.652,10,31,20,9,1,4,16,Minnesota
19,2024-01-23,,Wisconsin,L,59,61,22,58,0.379,10,24,0.417,5,13,0.385,7,28,15,5,7,9,14,,23,54,0.426,7,17,0.412,8,10,0.8,5,29,14,5,5,10,13,Minnesota
20,2024-01-27,@,Penn State,W,83,74,28,52,0.538,4,14,0.286,23,26,0.885,7,31,18,3,4,11,16,,28,62,0.452,5,19,0.263,13,18,0.722,7,21,14,9,4,7,20,Minnesota
21,2024-02-03,,Northwestern,W (1 OT),75,66,26,56,0.464,7,23,0.304,16,21,0.762,6,31,19,8,6,12,19,,21,55,0.382,11,23,0.478,13,20,0.65,8,33,13,6,6,17,22,Minnesota
22,2024-02-06,,Michigan State,W,59,56,19,44,0.432,9,23,0.391,12,19,0.632,3,26,11,3,2,11,12,,21,47,0.447,7,18,0.389,7,17,0.412,2,25,16,6,2,8,13,Minnesota
23,2024-02-11,@,Iowa,L,85,90,30,64,0.469,12,26,0.462,13,19,0.684,11,33,21,7,4,10,22,,31,65,0.477,5,15,0.333,23,28,0.821,11,36,14,7,6,7,11,Minnesota
24,2024-02-15,@,Purdue,L,76,84,26,59,0.441,12,25,0.48,12,16,0.75,7,25,19,5,3,5,20,,28,59,0.475,9,19,0.474,19,32,0.594,15,42,21,5,1,9,13,Minnesota
25,2024-02-18,,Rutgers,W,81,70,25,49,0.51,8,16,0.5,23,34,0.676,9,34,20,4,8,13,19,,24,62,0.387,4,19,0.211,18,22,0.818,10,29,16,10,5,7,21,Minnesota
26,2024-02-22,,Ohio State,W,88,79,28,56,0.5,8,19,0.421,24,31,0.774,10,28,17,6,3,8,17,,29,57,0.509,7,22,0.318,14,18,0.778,7,23,12,5,4,9,23,Minnesota
27,2024-02-25,@,Nebraska,L,55,73,18,58,0.31,6,23,0.261,13,19,0.684,9,35,6,4,3,12,14,,24,61,0.393,9,28,0.321,16,19,0.842,11,41,14,5,2,10,15,Minnesota
28,2024-02-28,@,Illinois,L,97,105,36,60,0.6,14,20,0.7,11,16,0.688,7,21,14,1,1,5,19,,38,62,0.613,10,22,0.455,19,25,0.76,12,31,14,2,1,4,16,Minnesota
29,2024-03-02,,Penn State,W,75,70,23,50,0.46,5,20,0.25,24,27,0.889,5,26,15,11,8,12,15,,25,56,0.446,11,23,0.478,9,11,0.818,4,24,18,7,3,17,23,Minnesota
30,2024-03-06,,Indiana,L,58,70,22,57,0.386,5,26,0.192,9,14,0.643,10,33,12,11,3,17,8,,30,55,0.545,5,8,0.625,5,7,0.714,3,24,28,12,5,14,13,Minnesota
31,2024-03-09,@,Northwestern,L,66,90,26,53,0.491,7,16,0.438,7,9,0.778,4,25,17,1,6,10,13,,34,58,0.586,10,18,0.556,12,15,0.8,3,24,23,6,2,1,9,Minnesota
32,2024-03-14,N,Michigan State,L,67,77,24,48,0.5,8,22,0.364,11,19,0.579,4,18,12,6,3,11,16,,30,54,0.556,5,8,0.625,12,19,0.632,6,28,19,10,2,9,15,Minnesota
33,2024-03-19,@,Butler,W,73,72,30,64,0.469,6,22,0.273,7,10,0.7,7,28,24,10,2,10,12,,28,59,0.475,8,20,0.4,8,11,0.727,7,30,19,5,4,14,11,Minnesota
1,2023-11-06,,Delaware State,W,79,45,27,55,0.491,12,32,0.375,13,21,0.619,9,38,13,11,7,21,14,,19,66,0.288,1,16,0.063,6,7,0.857,13,33,7,11,3,21,16,Penn State
2,2023-11-10,,Lehigh,W,74,65,29,64,0.453,7,23,0.304,9,12,0.75,5,33,9,11,7,15,15,,24,63,0.381,3,13,0.231,14,19,0.737,9,35,12,9,2,14,15,Penn State
3,2023-11-14,,Saint Francis (PA),W,83,53,29,66,0.439,7,28,0.25,18,23,0.783,15,36,12,7,3,8,15,,21,60,0.35,5,19,0.263,6,8,0.75,15,37,13,1,3,17,20,Penn State
4,2023-11-17,,Morehead State,W,74,51,19,64,0.297,6,25,0.24,30,38,0.789,12,35,10,14,3,8,20,,16,42,0.381,4,18,0.222,15,24,0.625,2,38,7,3,4,27,27,Penn State
5,2023-11-23,N,Texas A&M,L,77,89,28,53,0.528,6,19,0.316,15,22,0.682,7,18,9,5,1,8,19,,34,57,0.596,5,14,0.357,16,21,0.762,12,32,12,3,1,10,17,Penn State
6,2023-11-24,N,Butler,L,78,88,31,71,0.437,10,31,0.323,6,8,0.75,13,33,9,5,1,10,15,,31,62,0.5,9,28,0.321,17,19,0.895,7,33,13,4,3,9,10,Penn State
7,2023-11-26,N,VCU,L,74,86,23,52,0.442,5,17,0.294,23,35,0.657,6,27,8,8,4,10,19,,28,52,0.538,8,15,0.533,22,28,0.786,6,31,11,6,6,13,24,Penn State
8,2023-12-02,,Bucknell,L,67,76,23,49,0.469,4,19,0.211,17,22,0.773,6,24,15,6,1,12,14,,29,50,0.58,10,21,0.476,8,11,0.727,3,22,15,10,2,14,18,Penn State
9,2023-12-06,@,Maryland,L (1 OT),75,81,24,62,0.387,8,25,0.32,19,21,0.905,8,30,12,9,5,10,30,,23,67,0.343,5,25,0.2,30,39,0.769,19,48,9,7,3,15,22,Penn State
10,2023-12-09,,Ohio State,W,83,80,31,65,0.477,10,24,0.417,11,19,0.579,12,30,11,10,1,8,18,,27,60,0.45,11,26,0.423,15,22,0.682,13,41,21,2,3,15,18,Penn State
11,2023-12-16,N,Georgia Tech,L (1 OT),81,82,29,74,0.392,12,33,0.364,11,17,0.647,10,27,15,13,3,6,18,,32,71,0.451,5,22,0.227,13,19,0.684,17,48,25,3,5,17,16,Penn State
12,2023-12-21,,Le Moyne,W,72,55,25,63,0.397,11,32,0.344,11,16,0.688,12,41,16,9,2,11,12,,20,55,0.364,6,23,0.261,9,11,0.818,3,26,15,6,2,12,16,Penn State
13,2023-12-29,,Rider,W,90,63,30,55,0.545,7,20,0.35,23,28,0.821,6,27,13,13,0,14,21,,22,59,0.373,2,16,0.125,17,19,0.895,11,30,10,8,2,21,22,Penn State
14,2024-01-04,@,Michigan State,L,61,92,20,62,0.323,3,29,0.103,18,22,0.818,11,32,10,4,5,15,16,,36,64,0.563,10,21,0.476,10,13,0.769,7,35,25,13,3,12,17,Penn State
15,2024-01-07,,Michigan,W,79,73,26,62,0.419,7,23,0.304,20,26,0.769,7,27,11,11,5,6,19,,26,52,0.5,8,24,0.333,13,20,0.65,4,31,17,3,2,18,23,Penn State
16,2024-01-10,,Northwestern,L,72,76,25,54,0.463,3,17,0.176,19,24,0.792,8,29,11,14,1,13,15,,27,44,0.614,7,12,0.583,15,21,0.714,2,23,17,9,3,18,16,Penn State
17,2024-01-13,@,Purdue,L,78,95,29,65,0.446,9,28,0.321,11,17,0.647,4,21,19,9,0,8,22,,32,55,0.582,11,24,0.458,20,29,0.69,10,41,26,3,3,14,15,Penn State
18,2024-01-16,,Wisconsin,W,87,83,32,60,0.533,8,20,0.4,15,20,0.75,3,22,11,8,6,5,22,,28,58,0.483,7,16,0.438,20,23,0.87,11,35,15,2,4,13,16,Penn State
19,2024-01-20,@,Ohio State,L,67,79,26,70,0.371,11,24,0.458,4,5,0.8,10,33,10,3,0,7,21,,27,59,0.458,3,18,0.167,22,25,0.88,9,43,15,6,5,6,8,Penn State
20,2024-01-27,,Minnesota,L,74,83,28,62,0.452,5,19,0.263,13,18,0.722,7,21,14,9,4,7,20,,28,52,0.538,4,14,0.286,23,26,0.885,7,31,18,3,4,11,16,Penn State
21,2024-01-31,@,Rutgers,W,61,46,20,52,0.385,5,23,0.217,16,21,0.762,10,38,12,13,4,13,19,,17,50,0.34,1,17,0.059,11,22,0.5,10,29,9,9,4,19,17,Penn State
22,2024-02-03,@,Indiana,W,85,71,31,54,0.574,12,22,0.545,11,16,0.688,7,21,17,7,0,6,19,,25,52,0.481,5,19,0.263,16,19,0.842,10,27,13,2,2,11,13,Penn State
23,2024-02-08,,Iowa,W,89,79,26,50,0.52,12,23,0.522,25,31,0.806,8,26,18,11,1,13,14,,33,59,0.559,4,15,0.267,9,10,0.9,9,27,15,9,1,17,22,Penn State
24,2024-02-11,@,Northwestern,L,63,68,21,48,0.438,6,19,0.316,15,20,0.75,2,29,14,3,10,11,21,,20,63,0.317,6,16,0.375,22,27,0.815,8,34,14,7,2,6,16,Penn State
25,2024-02-14,,Michigan State,L,72,80,24,53,0.453,12,23,0.522,12,12,1.0,5,20,12,3,5,13,10,,30,59,0.508,6,15,0.4,14,16,0.875,8,30,15,6,3,10,11,Penn State
26,2024-02-17,@,Nebraska,L,49,68,18,54,0.333,5,23,0.217,8,16,0.5,7,29,6,10,7,14,13,,27,61,0.443,4,21,0.19,10,11,0.909,9,38,10,7,0,13,15,Penn State
27,2024-02-21,,Illinois,W,90,89,35,65,0.538,8,18,0.444,12,20,0.6,5,23,15,11,6,6,19,,31,64,0.484,9,24,0.375,18,27,0.667,15,43,15,4,2,18,17,Penn State
