G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
15,2021-01-30,,Delaware State,REG (Conf),W,94,66,31,58,0.534,15,32,0.469,16,26,0.615,0.664,17,19,0.895,6,21,27,23,3,2,11,14,25,53,0.472,8,22,0.364,17,31,0.548,0.547,8,12,0.667,6,17,23,13,5,2,14,18,Norfolk State
16,2021-02-07,,Coppin State,REG (Conf),W,84,72,31,71,0.437,6,23,0.261,25,48,0.521,0.479,16,19,0.842,13,28,41,13,7,3,12,23,20,43,0.465,10,23,0.435,10,20,0.5,0.581,22,34,0.647,1,26,27,12,7,4,20,15,Norfolk State
17,2021-02-08,,Coppin State,REG (Conf),L,64,74,25,77,0.325,9,29,0.31,16,48,0.333,0.383,5,7,0.714,14,29,43,10,3,2,12,22,22,51,0.431,11,28,0.393,11,23,0.478,0.539,19,33,0.576,3,35,38,13,5,5,13,13,Norfolk State
18,2021-02-13,@,Morgan State,REG (Conf),W,74,69,24,56,0.429,8,19,0.421,16,37,0.432,0.5,18,24,0.75,7,21,28,7,7,3,18,27,19,49,0.388,7,20,0.35,12,29,0.414,0.459,24,36,0.667,9,22,31,11,8,0,17,19,Norfolk State
19,2021-02-14,@,Morgan State,REG (Conf),W,68,65,20,45,0.444,4,12,0.333,16,33,0.485,0.489,24,32,0.75,10,26,36,7,3,3,19,18,25,65,0.385,4,22,0.182,21,43,0.488,0.415,11,14,0.786,14,17,31,6,6,3,12,23,Norfolk State
20,2021-02-24,,Delaware State,REG (Conf),W,86,55,32,64,0.5,9,23,0.391,23,41,0.561,0.57,13,18,0.722,8,23,31,14,11,3,16,20,19,48,0.396,6,21,0.286,13,27,0.481,0.458,11,19,0.579,8,17,25,10,5,6,27,19,Norfolk State
21,2021-02-28,,,REG (Non-Conf),W,72,51,29,57,0.509,6,20,0.3,23,37,0.622,0.561,8,15,0.533,7,27,34,9,6,4,13,10,21,52,0.404,6,20,0.3,15,32,0.469,0.462,3,6,0.5,4,19,23,7,5,1,17,13,Norfolk State
22,2021-03-11,N,North Carolina Central,CTOURN,W,87,58,26,58,0.448,14,29,0.483,12,29,0.414,0.569,21,27,0.778,9,27,36,17,6,5,10,22,19,60,0.317,5,21,0.238,14,39,0.359,0.358,15,25,0.6,11,17,28,9,3,5,12,23,Norfolk State
23,2021-03-13,N,Morgan State,CTOURN,W,71,63,25,59,0.424,7,23,0.304,18,36,0.5,0.483,14,17,0.824,7,24,31,17,9,4,14,22,22,57,0.386,3,17,0.176,19,40,0.475,0.412,16,25,0.64,11,25,36,6,7,4,17,18,Norfolk State
24,2021-03-18,N,Appalachian State,FIRST-FOUR,W,54,53,20,58,0.345,7,18,0.389,13,40,0.325,0.405,7,9,0.778,5,24,29,10,10,4,9,14,16,62,0.258,6,36,0.167,10,26,0.385,0.306,15,16,0.938,12,30,42,7,5,10,12,8,Norfolk State
25,2021-03-20,N,Gonzaga,ROUND-64,L,55,98,19,62,0.306,7,21,0.333,12,41,0.293,0.363,10,16,0.625,4,17,21,10,7,0,9,14,34,61,0.557,14,27,0.519,20,34,0.588,0.672,16,18,0.889,9,33,42,27,8,3,11,15,Norfolk State
1,2020-11-25,,,REG (Non-Conf),W,98,74,35,78,0.449,10,28,0.357,25,50,0.5,0.513,18,22,0.818,18,27,45,17,9,3,6,17,26,60,0.433,11,25,0.44,15,35,0.429,0.525,11,19,0.579,6,23,29,6,3,1,11,17,North Alabama
2,2020-12-06,,,REG (Non-Conf),W,107,40,38,68,0.559,15,33,0.455,23,35,0.657,0.669,16,22,0.727,12,29,41,18,11,4,10,15,13,47,0.277,4,19,0.211,9,28,0.321,0.319,10,13,0.769,3,21,24,2,6,4,26,20,North Alabama
3,2020-12-10,,Troy,REG (Non-Conf),L,57,62,21,55,0.382,5,27,0.185,16,28,0.571,0.427,10,15,0.667,9,23,32,9,5,3,9,19,21,57,0.368,6,25,0.24,15,32,0.469,0.421,14,18,0.778,12,26,38,8,3,2,12,17,North Alabama
4,2020-12-13,@,Indiana,REG (Non-Conf),L,52,87,21,63,0.333,4,23,0.174,17,40,0.425,0.365,6,14,0.429,4,26,30,8,6,2,17,21,28,56,0.5,13,33,0.394,15,23,0.652,0.616,18,31,0.581,5,39,44,17,10,7,17,20,North Alabama
5,2020-12-17,,,REG (Non-Conf),W,99,51,36,80,0.45,11,33,0.333,25,47,0.532,0.519,16,23,0.696,19,41,60,20,8,7,14,13,20,76,0.263,5,25,0.2,15,51,0.294,0.296,6,10,0.6,7,24,31,6,7,3,15,18,North Alabama
6,2020-12-20,,,REG (Non-Conf),W,82,56,29,66,0.439,7,23,0.304,22,43,0.512,0.492,17,28,0.607,18,29,47,10,11,4,13,14,23,61,0.377,5,25,0.2,18,36,0.5,0.418,5,7,0.714,4,22,26,8,5,2,17,22,North Alabama
7,2021-01-08,,Stetson,REG (Conf),L,77,86,23,60,0.383,10,27,0.37,13,33,0.394,0.467,21,27,0.778,13,16,29,12,8,4,17,18,28,52,0.538,12,19,0.632,16,33,0.485,0.654,18,29,0.621,9,23,32,18,13,3,16,23,North Alabama
8,2021-01-09,,Stetson,REG (Conf),W,73,66,25,60,0.417,9,29,0.31,16,31,0.516,0.492,14,17,0.824,5,33,38,10,9,3,20,18,21,63,0.333,10,28,0.357,11,35,0.314,0.413,14,22,0.636,11,29,40,14,11,1,23,20,North Alabama
9,2021-01-15,@,Kennesaw State,REG (Conf),W,66,43,27,62,0.435,6,18,0.333,21,44,0.477,0.484,6,6,1.0,8,29,37,7,6,2,10,17,17,49,0.347,2,18,0.111,15,31,0.484,0.367,7,16,0.438,7,23,30,5,6,4,19,10,North Alabama
10,2021-01-16,@,Kennesaw State,REG (Conf),W,66,64,19,57,0.333,5,17,0.294,14,40,0.35,0.377,23,31,0.742,6,23,29,5,6,7,12,25,20,49,0.408,5,15,0.333,15,34,0.441,0.459,19,24,0.792,4,29,33,9,3,3,20,27,North Alabama
11,2021-01-22,,Jacksonville,REG (Conf),W,82,81,24,55,0.436,11,25,0.44,13,30,0.433,0.536,23,34,0.676,12,30,42,12,2,4,18,27,29,65,0.446,8,23,0.348,21,42,0.5,0.508,15,28,0.536,10,24,34,10,5,1,11,29,North Alabama
12,2021-01-23,,Jacksonville,REG (Conf),W,76,54,27,63,0.429,8,24,0.333,19,39,0.487,0.492,14,15,0.933,8,36,44,10,9,2,13,20,15,55,0.273,7,29,0.241,8,26,0.308,0.336,17,24,0.708,5,26,31,4,8,0,15,14,North Alabama
13,2021-01-29,@,North Florida,REG (Conf),W,82,78,26,50,0.52,5,10,0.5,21,40,0.525,0.57,25,30,0.833,6,25,31,10,7,1,15,16,28,59,0.475,9,25,0.36,19,34,0.559,0.551,13,17,0.765,6,15,21,6,1,2,13,21,North Alabama
14,2021-01-30,@,North Florida,REG (Conf),L,72,82,27,58,0.466,6,17,0.353,21,41,0.512,0.517,12,14,0.857,14,21,35,10,2,2,13,20,26,51,0.51,11,22,0.5,15,29,0.517,0.618,19,25,0.76,6,12,18,14,4,4,6,12,North Alabama
15,2021-02-05,@,Florida Gulf Coast,REG (Conf),L,60,86,26,76,0.342,5,22,0.227,21,54,0.389,0.375,3,8,0.375,8,28,36,9,4,3,11,13,34,73,0.466,9,27,0.333,25,46,0.543,0.527,9,15,0.6,9,41,50,17,7,6,12,9,North Alabama
16,2021-02-06,@,Florida Gulf Coast,REG (Conf),L,60,69,24,66,0.364,4,27,0.148,20,39,0.513,0.394,8,11,0.727,13,27,40,13,3,2,14,18,21,56,0.375,8,28,0.286,13,28,0.464,0.446,19,23,0.826,8,29,37,8,8,6,9,15,North Alabama
17,2021-02-12,,Bellarmine,REG (Conf),L,64,66,22,51,0.431,11,28,0.393,11,23,0.478,0.539,9,12,0.75,8,19,27,13,4,2,17,22,22,48,0.458,7,21,0.333,15,27,0.556,0.531,15,18,0.833,5,19,24,12,6,3,15,19,North Alabama
18,2021-02-13,,Bellarmine,REG (Conf),L,63,87,20,46,0.435,13,28,0.464,7,18,0.389,0.576,10,10,1.0,9,17,26,13,1,3,27,17,34,61,0.557,9,22,0.409,25,39,0.641,0.631,10,13,0.769,11,15,26,19,10,2,9,16,North Alabama
19,2021-02-22,@,Liberty,REG (Conf),L,54,74,21,56,0.375,6,22,0.273,15,34,0.441,0.429,6,10,0.6,8,26,34,7,3,4,11,11,27,55,0.491,12,24,0.5,15,31,0.484,0.6,8,10,0.8,2,24,26,13,1,2,6,12,North Alabama
20,2021-02-23,@,Liberty,REG (Conf),L,54,74,21,57,0.368,5,20,0.25,16,37,0.432,0.412,7,10,0.7,8,21,29,4,5,2,7,15,22,49,0.449,16,33,0.485,6,16,0.375,0.612,14,15,0.933,6,27,33,14,3,5,7,10,North Alabama
21,2021-02-27,,Lipscomb,REG (Conf),W,73,66,26,53,0.491,11,26,0.423,15,27,0.556,0.594,10,13,0.769,8,29,37,17,5,1,16,17,23,55,0.418,8,23,0.348,15,32,0.469,0.491,12,19,0.632,4,20,24,9,6,2,9,17,North Alabama
22,2021-03-04,N,North Florida,CTOURN,W,68,60,26,60,0.433,2,12,0.167,24,48,0.5,0.45,14,16,0.875,11,31,42,7,4,1,14,16,22,61,0.361,5,26,0.192,17,35,0.486,0.402,11,17,0.647,7,19,26,5,6,2,8,16,North Alabama
23,2021-03-05,N,Florida Gulf Coast,CTOURN,W,96,81,33,61,0.541,11,21,0.524,22,40,0.55,0.631,19,24,0.792,4,30,34,18,8,6,8,20,29,60,0.483,7,23,0.304,22,37,0.595,0.542,16,27,0.593,5,27,32,13,5,4,15,19,North Alabama
24,2021-03-07,N,Liberty,CTOURN,L,75,79,27,56,0.482,12,29,0.414,15,27,0.556,0.589,9,12,0.75,4,21,25,13,5,5,9,14,28,60,0.467,10,25,0.4,18,35,0.514,0.55,13,14,0.929,8,25,33,16,3,1,8,14,North Alabama
1,2020-11-25,,College of Charleston,REG (Non-Conf),W,79,60,28,71,0.394,4,18,0.222,24,53,0.453,0.423,19,24,0.792,16,30,46,12,10,9,9,16,24,60,0.4,8,23,0.348,16,37,0.432,0.467,4,10,0.4,6,25,31,13,5,3,13,20,North Carolina
2,2020-11-30,N,UNLV,REG (Non-Conf),W,78,51,25,60,0.417,7,20,0.35,18,40,0.45,0.475,21,32,0.656,18,34,52,11,7,5,16,15,18,62,0.29,8,37,0.216,10,25,0.4,0.355,7,15,0.467,11,18,29,7,10,3,15,25,North Carolina
3,2020-12-01,N,Stanford,REG (Non-Conf),W,67,63,24,52,0.462,4,12,0.333,20,40,0.5,0.5,15,24,0.625,12,26,38,11,6,5,23,22,20,51,0.392,5,20,0.25,15,31,0.484,0.441,18,24,0.75,3,17,20,9,14,7,13,19,North Carolina
4,2020-12-02,N,Texas,REG (Non-Conf),L,67,69,24,58,0.414,1,9,0.111,23,49,0.469,0.422,18,32,0.563,17,27,44,6,2,4,13,14,25,60,0.417,9,22,0.409,16,38,0.421,0.492,10,14,0.714,6,21,27,10,10,4,11,25,North Carolina
5,2020-12-08,@,Iowa,REG (Non-Conf),L,80,93,31,65,0.477,6,15,0.4,25,50,0.5,0.523,12,20,0.6,13,31,44,22,7,2,18,18,34,76,0.447,17,40,0.425,17,36,0.472,0.559,8,14,0.571,13,21,34,22,8,5,10,17,North Carolina
6,2020-12-12,,North Carolina Central,REG (Non-Conf),W,73,67,23,50,0.46,2,15,0.133,21,35,0.6,0.48,25,31,0.806,10,24,34,13,7,6,18,15,26,58,0.448,8,19,0.421,18,39,0.462,0.517,7,8,0.875,3,18,21,14,10,1,13,23,North Carolina
7,2020-12-19,N,Kentucky,REG (Non-Conf),W,75,63,26,61,0.426,5,20,0.25,21,41,0.512,0.467,18,29,0.621,15,22,37,14,2,3,10,25,21,53,0.396,3,13,0.231,18,40,0.45,0.425,18,30,0.6,14,26,40,8,5,4,16,30,North Carolina
8,2020-12-22,@,NC State,REG (Conf),L,76,79,31,70,0.443,2,12,0.167,29,58,0.5,0.457,12,17,0.706,16,25,41,15,8,7,18,19,30,64,0.469,8,17,0.471,22,47,0.468,0.531,11,20,0.55,11,22,33,10,8,6,14,19,North Carolina
9,2020-12-30,@,Georgia Tech,REG (Conf),L,67,72,25,56,0.446,8,20,0.4,17,36,0.472,0.518,9,14,0.643,9,27,36,17,7,2,18,19,27,51,0.529,10,22,0.455,17,29,0.586,0.627,8,16,0.5,1,22,23,18,11,2,13,17,North Carolina
10,2021-01-02,,Notre Dame,REG (Conf),W,66,65,24,69,0.348,8,23,0.348,16,46,0.348,0.406,10,14,0.714,20,24,44,15,4,2,8,10,26,55,0.473,11,30,0.367,15,25,0.6,0.573,2,6,0.333,3,22,25,17,6,3,9,11,North Carolina
11,2021-01-05,@,Miami (FL),REG (Conf),W,67,65,21,61,0.344,9,20,0.45,12,41,0.293,0.418,16,22,0.727,13,30,43,13,9,6,20,23,22,63,0.349,3,16,0.188,19,47,0.404,0.373,18,22,0.818,9,22,31,9,14,7,14,17,North Carolina
12,2021-01-12,,Syracuse,REG (Conf),W,81,75,29,73,0.397,5,24,0.208,24,49,0.49,0.432,18,23,0.783,19,24,43,18,7,6,10,17,28,60,0.467,10,29,0.345,18,31,0.581,0.55,9,12,0.75,7,21,28,13,7,9,14,16,North Carolina
13,2021-01-16,@,Florida State,REG (Conf),L,75,82,27,62,0.435,10,24,0.417,17,38,0.447,0.516,11,14,0.786,11,15,26,19,9,1,14,20,24,50,0.48,8,16,0.5,16,34,0.471,0.56,26,27,0.963,5,20,25,12,10,6,17,16,North Carolina
14,2021-01-20,,Wake Forest,REG (Conf),W,80,73,29,62,0.468,3,9,0.333,26,53,0.491,0.492,19,27,0.704,8,28,36,18,12,3,12,19,23,59,0.39,13,34,0.382,10,25,0.4,0.5,14,17,0.824,8,25,33,14,5,2,19,16,North Carolina
15,2021-01-23,,NC State,REG (Conf),W,86,76,37,68,0.544,4,11,0.364,33,57,0.579,0.574,8,18,0.444,10,28,38,18,6,4,13,15,31,66,0.47,6,18,0.333,25,48,0.521,0.515,8,13,0.615,7,19,26,9,10,9,10,17,North Carolina
16,2021-01-26,@,Pittsburgh,REG (Conf),W,75,65,32,61,0.525,4,17,0.235,28,44,0.636,0.557,7,14,0.5,13,21,34,22,6,6,11,15,23,55,0.418,6,15,0.4,17,40,0.425,0.473,13,17,0.765,8,16,24,17,3,5,11,13,North Carolina
17,2021-02-02,@,Clemson,REG (Conf),L,50,63,17,44,0.386,5,19,0.263,12,25,0.48,0.443,11,21,0.524,6,30,36,8,4,0,17,16,23,57,0.404,8,23,0.348,15,34,0.441,0.474,9,12,0.75,4,22,26,12,6,2,7,17,North Carolina
18,2021-02-06,@,Duke,REG (Conf),W,91,87,34,64,0.531,10,15,0.667,24,49,0.49,0.609,13,22,0.591,11,24,35,20,10,3,16,13,36,67,0.537,11,25,0.44,25,42,0.595,0.619,4,7,0.571,8,20,28,23,10,7,15,18,North Carolina
19,2021-02-13,@,Virginia,REG (Conf),L,48,60,20,58,0.345,2,16,0.125,18,42,0.429,0.362,6,12,0.5,10,29,39,11,6,2,7,18,19,48,0.396,10,22,0.455,9,26,0.346,0.5,12,19,0.632,5,27,32,16,4,5,6,14,North Carolina
20,2021-02-17,,Northeastern,REG (Non-Conf),W,82,62,32,75,0.427,5,17,0.294,27,58,0.466,0.46,13,16,0.813,16,30,46,20,9,2,10,11,21,59,0.356,10,30,0.333,11,29,0.379,0.441,10,13,0.769,6,22,28,7,7,0,15,14,North Carolina
21,2021-02-20,,Louisville,REG (Conf),W,99,54,42,69,0.609,8,18,0.444,34,51,0.667,0.667,7,18,0.389,16,29,45,29,11,8,11,13,22,67,0.328,1,16,0.063,21,51,0.412,0.336,9,12,0.75,15,17,32,8,9,2,16,18,North Carolina
22,2021-02-24,,Marquette,REG (Non-Conf),L,70,83,25,60,0.417,5,18,0.278,20,42,0.476,0.458,15,22,0.682,12,21,33,13,10,2,19,20,29,56,0.518,9,24,0.375,20,32,0.625,0.598,16,20,0.8,7,24,31,15,6,3,16,17,North Carolina
23,2021-02-27,,Florida State,REG (Conf),W,78,70,23,60,0.383,5,23,0.217,18,37,0.486,0.425,27,30,0.9,17,21,38,11,11,9,21,18,26,67,0.388,5,17,0.294,21,50,0.42,0.425,13,20,0.65,16,16,32,8,16,5,17,22,North Carolina
24,2021-03-01,@,Syracuse,REG (Conf),L,70,72,26,68,0.382,4,20,0.2,22,48,0.458,0.412,14,22,0.636,21,27,48,16,6,1,20,16,27,66,0.409,8,26,0.308,19,40,0.475,0.47,10,14,0.714,11,19,30,18,15,9,11,18,North Carolina
25,2021-03-06,,Duke,REG (Conf),W,91,73,31,56,0.554,8,18,0.444,23,38,0.605,0.625,21,26,0.808,7,29,36,21,2,11,20,15,28,69,0.406,5,27,0.185,23,42,0.548,0.442,12,16,0.75,8,18,26,16,13,3,13,22,North Carolina
26,2021-03-10,N,Notre Dame,CTOURN,W,101,59,39,77,0.506,9,24,0.375,30,53,0.566,0.565,14,18,0.778,24,28,52,19,9,12,11,15,19,61,0.311,7,26,0.269,12,35,0.343,0.369,14,18,0.778,13,16,29,8,5,4,14,16,North Carolina
27,2021-03-11,N,Virginia Tech,CTOURN,W,81,73,28,63,0.444,8,21,0.381,20,42,0.476,0.508,17,27,0.63,14,27,41,12,7,7,10,17,28,60,0.467,8,18,0.444,20,42,0.476,0.533,9,16,0.563,5,25,30,17,7,2,10,19,North Carolina
28,2021-03-12,N,Florida State,CTOURN,L,66,69,23,68,0.338,6,18,0.333,17,50,0.34,0.382,14,25,0.56,17,21,38,9,8,4,11,18,24,53,0.453,5,13,0.385,19,40,0.475,0.5,16,22,0.727,9,26,35,11,8,7,18,19,North Carolina
29,2021-03-19,N,Wisconsin,ROUND-64,L,62,85,25,65,0.385,5,13,0.385,20,52,0.385,0.423,7,10,0.7,10,20,30,10,2,5,10,14,31,61,0.508,13,27,0.481,18,34,0.529,0.615,10,12,0.833,7,27,34,15,5,8,6,11,North Carolina
1,2020-11-25,@,Illinois,REG (Non-Conf),L,60,122,22,64,0.344,5,19,0.263,17,45,0.378,0.383,11,21,0.524,4,12,16,10,9,0,12,21,44,75,0.587,17,31,0.548,27,44,0.614,0.7,17,24,0.708,18,40,58,31,5,4,15,18,North Carolina A&T
2,2020-11-26,,Ohio,REG (Non-Conf),L,72,84,25,63,0.397,9,25,0.36,16,38,0.421,0.468,13,15,0.867,8,22,30,13,10,3,19,21,29,64,0.453,13,34,0.382,16,30,0.533,0.555,13,21,0.619,14,28,42,18,6,0,20,14,North Carolina A&T
3,2020-11-27,N,Chicago State,REG (Non-Conf),W,74,44,26,58,0.448,10,23,0.435,16,35,0.457,0.534,12,17,0.706,7,24,31,20,5,1,9,20,14,46,0.304,4,17,0.235,10,29,0.345,0.348,12,19,0.632,4,25,29,8,1,4,19,20,North Carolina A&T
4,2020-12-01,@,Charleston Southern,REG (Non-Conf),W,70,63,23,57,0.404,6,15,0.4,17,42,0.405,0.456,18,22,0.818,5,23,28,10,15,6,11,20,20,51,0.392,4,13,0.308,16,38,0.421,0.431,19,25,0.76,6,29,35,11,4,7,21,18,North Carolina A&T
5,2020-12-03,@,The Citadel,REG (Non-Conf),L,70,78,27,59,0.458,4,16,0.25,23,43,0.535,0.492,12,17,0.706,5,32,37,15,4,1,16,23,27,65,0.415,11,37,0.297,16,28,0.571,0.5,13,20,0.65,9,26,35,17,5,7,12,17,North Carolina A&T
6,2020-12-06,,Stanford,REG (Non-Conf),L,46,78,19,67,0.284,4,25,0.16,15,42,0.357,0.313,4,9,0.444,9,23,32,8,9,4,15,11,32,78,0.41,8,28,0.286,24,50,0.48,0.462,6,7,0.857,18,38,56,19,8,6,13,14,North Carolina A&T
7,2020-12-08,@,Longwood,REG (Non-Conf),L,60,77,22,56,0.393,7,24,0.292,15,32,0.469,0.455,9,13,0.692,4,15,19,10,9,3,13,14,30,57,0.526,11,26,0.423,19,31,0.613,0.623,6,8,0.75,7,27,34,18,7,2,18,17,North Carolina A&T
8,2020-12-09,@,VCU,REG (Non-Conf),L,59,95,17,58,0.293,4,20,0.2,13,38,0.342,0.328,21,29,0.724,10,16,26,8,9,1,14,16,35,56,0.625,11,24,0.458,24,32,0.75,0.723,14,18,0.778,7,34,41,20,10,9,19,24,North Carolina A&T
9,2020-12-12,,Western Carolina,REG (Non-Conf),L,98,104,35,72,0.486,11,26,0.423,24,46,0.522,0.563,17,30,0.567,14,21,35,20,3,4,12,27,39,67,0.582,11,25,0.44,28,42,0.667,0.664,15,26,0.577,11,25,36,18,5,3,17,26,North Carolina A&T
10,2020-12-18,,,REG (Non-Conf),W,91,45,34,62,0.548,10,25,0.4,24,37,0.649,0.629,13,23,0.565,16,37,53,23,9,8,22,15,16,71,0.225,10,36,0.278,6,35,0.171,0.296,3,6,0.5,8,12,20,12,8,1,21,18,North Carolina A&T
11,2020-12-19,@,Charlotte,REG (Non-Conf),L,72,76,26,52,0.5,10,21,0.476,16,31,0.516,0.596,10,11,0.909,6,12,18,14,5,0,13,16,28,47,0.596,6,17,0.353,22,30,0.733,0.66,14,19,0.737,7,19,26,18,7,2,15,15,North Carolina A&T
12,2020-12-22,,UNC Greensboro,REG (Non-Conf),L,65,86,20,62,0.323,3,16,0.188,17,46,0.37,0.347,22,38,0.579,11,20,31,15,5,5,10,15,34,85,0.4,9,34,0.265,25,51,0.49,0.453,9,11,0.818,20,36,56,22,6,6,10,26,North Carolina A&T
13,2021-01-02,@,South Carolina State,REG (Conf),W,97,86,36,61,0.59,3,16,0.188,33,45,0.733,0.615,22,34,0.647,13,17,30,17,3,1,7,15,33,60,0.55,11,21,0.524,22,39,0.564,0.642,9,16,0.563,7,12,19,13,1,1,9,20,North Carolina A&T
14,2021-01-03,@,South Carolina State,REG (Conf),W,73,66,22,55,0.4,4,17,0.235,18,38,0.474,0.436,25,33,0.758,10,21,31,7,12,2,15,17,21,54,0.389,10,20,0.5,11,34,0.324,0.481,14,19,0.737,14,26,40,7,3,3,30,27,North Carolina A&T
15,2021-01-16,,,REG (Non-Conf),W,112,46,41,66,0.621,12,20,0.6,29,46,0.63,0.712,18,31,0.581,7,22,29,16,22,2,11,15,18,46,0.391,3,17,0.176,15,29,0.517,0.424,7,15,0.467,5,22,27,10,6,1,35,19,North Carolina A&T
16,2021-01-30,,Florida A&M,REG (Conf),W,70,58,26,58,0.448,6,20,0.3,20,38,0.526,0.5,12,20,0.6,7,28,35,19,9,1,17,16,19,57,0.333,6,19,0.316,13,38,0.342,0.386,14,22,0.636,8,27,35,15,9,3,15,14,North Carolina A&T
17,2021-01-31,,Florida A&M,REG (Conf),W,67,65,27,51,0.529,8,19,0.421,19,32,0.594,0.608,5,10,0.5,4,23,27,14,5,3,21,20,23,57,0.404,3,18,0.167,20,39,0.513,0.43,16,25,0.64,15,18,33,17,8,2,14,13,North Carolina A&T
18,2021-02-20,@,Florida A&M,REG (Conf),L,57,71,19,66,0.288,4,24,0.167,15,42,0.357,0.318,15,23,0.652,16,23,39,9,2,2,14,15,29,67,0.433,3,14,0.214,26,53,0.491,0.455,10,19,0.526,15,29,44,20,4,4,15,18,North Carolina A&T
19,2021-02-21,@,Florida A&M,REG (Conf),W,70,63,23,61,0.377,4,12,0.333,19,49,0.388,0.41,20,31,0.645,20,20,40,9,18,4,18,20,23,58,0.397,5,15,0.333,18,43,0.419,0.44,12,18,0.667,10,20,30,14,9,8,22,27,North Carolina A&T
20,2021-02-24,@,North Carolina Central,REG (Conf),W,79,63,24,61,0.393,6,22,0.273,18,39,0.462,0.443,25,31,0.806,15,24,39,15,9,1,4,17,20,51,0.392,7,23,0.304,13,28,0.464,0.461,16,22,0.727,10,20,30,12,3,3,14,22,North Carolina A&T
21,2021-02-27,,North Carolina Central,REG (Conf),W,55,53,22,64,0.344,7,24,0.292,15,40,0.375,0.398,4,10,0.4,9,24,33,13,11,4,10,13,16,52,0.308,7,19,0.368,9,33,0.273,0.375,14,17,0.824,11,33,44,10,8,8,23,15,North Carolina A&T
1,2020-11-25,@,Iowa,REG (Non-Conf),L,67,97,24,57,0.421,6,19,0.316,18,38,0.474,0.474,13,17,0.765,9,16,25,13,4,2,15,24,32,66,0.485,10,30,0.333,22,36,0.611,0.561,23,29,0.793,20,24,44,20,9,7,9,16,North Carolina Central
2,2020-11-26,N,Southern,REG (Non-Conf),W,85,78,28,54,0.519,9,19,0.474,19,35,0.543,0.602,20,27,0.741,2,24,26,12,6,4,14,25,27,61,0.443,6,17,0.353,21,44,0.477,0.492,18,24,0.75,8,26,34,18,7,3,17,26,North Carolina Central
3,2020-12-07,@,Coastal Carolina,REG (Non-Conf),L,71,78,24,58,0.414,5,20,0.25,19,38,0.5,0.457,18,26,0.692,7,18,25,10,6,0,15,28,25,52,0.481,7,15,0.467,18,37,0.486,0.548,21,26,0.808,9,25,34,14,3,4,21,21,North Carolina Central
4,2020-12-12,@,UNC,REG (Non-Conf),L,67,73,26,58,0.448,8,19,0.421,18,39,0.462,0.517,7,8,0.875,3,18,21,14,10,1,13,23,23,50,0.46,2,15,0.133,21,35,0.6,0.48,25,31,0.806,10,24,34,13,7,6,18,15,North Carolina Central
5,2021-01-29,,,REG (Non-Conf),W,94,61,39,72,0.542,9,20,0.45,30,52,0.577,0.604,7,13,0.538,9,23,32,25,17,4,11,21,21,47,0.447,5,15,0.333,16,32,0.5,0.5,14,22,0.636,5,26,31,12,8,1,25,12,North Carolina Central
6,2021-02-01,,South Carolina State,REG (Conf),W,91,77,31,51,0.608,14,24,0.583,17,27,0.63,0.745,15,20,0.75,3,19,22,22,10,1,20,20,27,55,0.491,7,23,0.304,20,32,0.625,0.555,16,23,0.696,6,16,22,13,9,5,16,17,North Carolina Central
7,2021-02-02,,South Carolina State,REG (Conf),W,64,63,23,58,0.397,8,18,0.444,15,40,0.375,0.466,10,15,0.667,7,20,27,14,7,5,10,19,23,51,0.451,6,20,0.3,17,31,0.548,0.51,11,19,0.579,10,30,40,12,2,4,18,21,North Carolina Central
8,2021-02-08,@,Florida A&M,REG (Conf),L,50,59,20,54,0.37,2,17,0.118,18,37,0.486,0.389,8,15,0.533,9,20,29,6,3,1,12,15,24,55,0.436,6,14,0.429,18,41,0.439,0.491,5,8,0.625,6,23,29,17,5,2,12,19,North Carolina Central
9,2021-02-09,@,Florida A&M,REG (Conf),L,47,60,18,54,0.333,3,14,0.214,15,40,0.375,0.361,8,17,0.471,12,18,30,2,4,1,12,20,23,47,0.489,4,17,0.235,19,30,0.633,0.532,10,14,0.714,5,23,28,8,3,3,13,20,North Carolina Central
10,2021-02-24,,North Carolina A&T,REG (Conf),L,63,79,20,51,0.392,7,23,0.304,13,28,0.464,0.461,16,22,0.727,10,20,30,12,3,3,14,22,24,61,0.393,6,22,0.273,18,39,0.462,0.443,25,31,0.806,15,24,39,15,9,1,4,17,North Carolina Central
11,2021-02-27,@,North Carolina A&T,REG (Conf),L,53,55,16,52,0.308,7,19,0.368,9,33,0.273,0.375,14,17,0.824,11,33,44,10,8,8,23,15,22,64,0.344,7,24,0.292,15,40,0.375,0.398,4,10,0.4,9,24,33,13,11,4,10,13,North Carolina Central
12,2021-03-03,,Florida A&M,REG (Conf),L,58,65,20,61,0.328,5,27,0.185,15,34,0.441,0.369,13,18,0.722,10,16,26,7,13,1,13,18,22,52,0.423,5,15,0.333,17,37,0.459,0.471,16,19,0.842,10,31,41,11,9,1,16,18,North Carolina Central
