G,Date,Location,Opp,Game Type,W/L,Tm Score,Opp Score,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,Opp FG,Opp FGA,Opp FG%,Opp 3P,Opp 3PA,Opp 3P%,Opp 2P,Opp 2PA,Opp 2P%,Opp eFG%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Tm
5,2020-12-06,,Villanova,REG (Non-Conf),L,64,68,27,60,0.45,7,23,0.304,20,37,0.541,0.508,3,6,0.5,7,24,31,9,6,2,12,18,24,56,0.429,6,19,0.316,18,37,0.486,0.482,14,19,0.737,8,22,30,9,3,2,9,14,Texas
6,2020-12-09,,Texas State,REG (Non-Conf),W,74,53,25,57,0.439,7,22,0.318,18,35,0.514,0.5,17,20,0.85,11,24,35,16,5,7,14,14,22,61,0.361,2,11,0.182,20,50,0.4,0.377,7,10,0.7,10,17,27,8,10,6,13,15,Texas
7,2020-12-16,,Sam Houston State,REG (Non-Conf),W,79,63,24,56,0.429,10,31,0.323,14,25,0.56,0.518,21,29,0.724,13,25,38,15,8,6,18,25,19,54,0.352,8,16,0.5,11,38,0.289,0.426,17,29,0.586,9,17,26,11,5,2,16,19,Texas
8,2020-12-20,,Oklahoma State,REG (Conf),W,77,74,24,63,0.381,9,27,0.333,15,36,0.417,0.452,20,26,0.769,14,28,42,9,6,6,11,23,28,59,0.475,5,17,0.294,23,42,0.548,0.517,13,21,0.619,9,26,35,7,3,3,12,19,Texas
9,2021-01-02,@,Kansas,REG (Conf),W,84,59,30,61,0.492,12,26,0.462,18,35,0.514,0.59,12,14,0.857,8,35,43,12,7,2,16,18,20,65,0.308,3,23,0.13,17,42,0.405,0.331,16,22,0.727,12,21,33,6,8,5,11,16,Texas
10,2021-01-05,,Iowa State,REG (Conf),W,78,72,30,67,0.448,8,26,0.308,22,41,0.537,0.507,10,15,0.667,11,28,39,11,6,4,8,14,28,62,0.452,7,22,0.318,21,40,0.525,0.508,9,10,0.9,4,22,26,10,3,4,8,16,Texas
11,2021-01-09,@,West Virginia,REG (Conf),W,72,70,27,58,0.466,4,19,0.211,23,39,0.59,0.5,14,20,0.7,11,26,37,9,6,2,13,18,24,62,0.387,9,25,0.36,15,37,0.405,0.46,13,19,0.684,11,24,35,9,5,3,14,18,Texas
12,2021-01-13,,Texas Tech,REG (Conf),L,77,79,23,54,0.426,13,25,0.52,10,29,0.345,0.546,18,31,0.581,11,24,35,9,2,6,14,19,25,60,0.417,7,19,0.368,18,41,0.439,0.475,22,28,0.786,8,25,33,7,4,5,7,23,Texas
13,2021-01-16,,Kansas State,REG (Conf),W,82,67,31,59,0.525,12,31,0.387,19,28,0.679,0.627,8,14,0.571,7,25,32,17,9,4,10,18,25,58,0.431,7,19,0.368,18,39,0.462,0.491,10,16,0.625,8,24,32,12,1,1,14,16,Texas
14,2021-01-26,,Oklahoma,REG (Conf),L,79,80,29,66,0.439,6,25,0.24,23,41,0.561,0.485,15,19,0.789,12,30,42,15,4,5,13,29,26,61,0.426,7,27,0.259,19,34,0.559,0.484,21,34,0.618,12,25,37,9,8,4,10,20,Texas
15,2021-02-02,,Baylor,REG (Conf),L,69,83,28,51,0.549,10,22,0.455,18,29,0.621,0.647,3,14,0.214,8,18,26,13,6,5,15,9,34,58,0.586,11,21,0.524,23,37,0.622,0.681,4,4,1.0,4,19,23,13,10,1,12,18,Texas
16,2021-02-06,@,Oklahoma State,REG (Conf),L,67,75,20,79,0.253,5,35,0.143,15,44,0.341,0.285,22,27,0.815,20,34,54,9,18,6,21,25,24,68,0.353,5,13,0.385,19,55,0.345,0.39,22,31,0.71,9,37,46,4,8,9,21,19,Texas
17,2021-02-09,@,Kansas State,REG (Conf),W,80,77,26,51,0.51,13,26,0.5,13,25,0.52,0.637,15,21,0.714,6,22,28,16,4,0,9,19,26,51,0.51,9,23,0.391,17,28,0.607,0.598,16,24,0.667,6,20,26,12,2,3,9,22,Texas
18,2021-02-13,,TCU,REG (Conf),W,70,55,28,57,0.491,6,21,0.286,22,36,0.611,0.544,8,13,0.615,8,22,30,15,6,4,11,14,19,52,0.365,7,21,0.333,12,31,0.387,0.433,10,13,0.769,6,20,26,6,5,2,14,13,Texas
19,2021-02-20,,West Virginia,REG (Conf),L,82,84,32,59,0.542,14,26,0.538,18,33,0.545,0.661,4,10,0.4,8,23,31,17,7,4,16,25,24,54,0.444,10,21,0.476,14,33,0.424,0.537,26,37,0.703,10,20,30,8,7,0,9,15,Texas
20,2021-02-23,,Kansas,REG (Conf),W,75,72,23,61,0.377,5,26,0.192,18,35,0.514,0.418,24,31,0.774,10,35,45,12,7,1,16,18,26,65,0.4,8,24,0.333,18,41,0.439,0.462,12,21,0.571,8,24,32,14,7,6,12,20,Texas
21,2021-02-27,@,Texas Tech,REG (Conf),L,59,68,17,49,0.347,7,24,0.292,10,25,0.4,0.418,18,27,0.667,7,23,30,12,5,2,11,22,22,50,0.44,4,13,0.308,18,37,0.486,0.48,20,26,0.769,7,24,31,13,6,4,10,21,Texas
22,2021-03-02,@,Iowa State,REG (Conf),W,81,67,26,51,0.51,9,20,0.45,17,31,0.548,0.598,20,23,0.87,6,26,32,15,8,3,18,17,26,62,0.419,8,28,0.286,18,34,0.529,0.484,7,9,0.778,7,19,26,18,10,3,15,21,Texas
23,2021-03-04,@,Oklahoma,REG (Conf),W,69,65,26,53,0.491,8,18,0.444,18,35,0.514,0.566,9,12,0.75,7,26,33,10,1,5,11,17,22,59,0.373,7,25,0.28,15,34,0.441,0.432,14,18,0.778,5,18,23,10,8,3,1,14,Texas
24,2021-03-07,@,TCU,REG (Conf),W,76,64,30,56,0.536,11,23,0.478,19,33,0.576,0.634,5,6,0.833,4,23,27,20,9,4,15,15,24,51,0.471,8,21,0.381,16,30,0.533,0.549,8,14,0.571,6,19,25,18,4,3,21,14,Texas
25,2021-03-11,N,Texas Tech,CTOURN,W,67,66,25,55,0.455,11,26,0.423,14,29,0.483,0.555,6,8,0.75,13,21,34,13,7,7,20,18,24,60,0.4,6,17,0.353,18,43,0.419,0.45,12,20,0.6,16,16,32,13,13,2,13,12,Texas
26,2021-03-13,N,Oklahoma State,CTOURN,W,91,86,28,57,0.491,7,18,0.389,21,39,0.538,0.553,28,36,0.778,10,24,34,11,8,4,15,18,33,65,0.508,7,21,0.333,26,44,0.591,0.562,13,17,0.765,9,20,29,15,9,3,13,22,Texas
27,2021-03-20,N,Abilene Christian,ROUND-64,L,52,53,18,40,0.45,7,20,0.35,11,20,0.55,0.538,9,11,0.818,5,25,30,15,6,9,22,16,20,67,0.299,3,18,0.167,17,49,0.347,0.321,10,12,0.833,13,17,30,9,11,0,9,15,Texas
1,2020-11-29,,New Orleans,REG (Non-Conf),W,82,53,28,55,0.509,12,27,0.444,16,28,0.571,0.618,14,20,0.7,10,19,29,19,16,3,19,12,23,55,0.418,5,18,0.278,18,37,0.486,0.464,2,4,0.5,9,20,29,21,8,2,26,22,Texas A&M
2,2020-12-02,,Tarleton State,REG (Non-Conf),W,73,66,18,48,0.375,6,23,0.261,12,25,0.48,0.438,31,40,0.775,12,26,38,13,3,3,20,23,21,44,0.477,8,19,0.421,13,25,0.52,0.568,16,26,0.615,3,18,21,12,6,4,21,29,Texas A&M
3,2020-12-06,,Texas–Rio Grande Valley,REG (Non-Conf),W,81,68,26,48,0.542,8,19,0.421,18,29,0.621,0.625,21,33,0.636,9,31,40,14,9,2,16,24,21,60,0.35,9,30,0.3,12,30,0.4,0.425,17,28,0.607,11,16,27,15,8,3,13,25,Texas A&M
4,2020-12-12,N,TCU,REG (Non-Conf),L,55,73,18,47,0.383,4,17,0.235,14,30,0.467,0.426,15,21,0.714,8,17,25,11,10,1,20,18,26,50,0.52,10,23,0.435,16,27,0.593,0.62,11,16,0.688,8,23,31,22,9,2,16,17,Texas A&M
5,2020-12-15,,Southeastern Louisiana,REG (Non-Conf),W,69,52,24,47,0.511,4,16,0.25,20,31,0.645,0.553,17,21,0.81,8,23,31,13,3,1,16,17,17,46,0.37,8,26,0.308,9,20,0.45,0.457,10,14,0.714,5,12,17,12,3,2,14,20,Texas A&M
6,2020-12-21,,Wofford,REG (Non-Conf),W,70,52,22,45,0.489,3,11,0.273,19,34,0.559,0.522,23,35,0.657,10,21,31,10,7,1,11,17,18,45,0.4,12,34,0.353,6,11,0.545,0.533,4,19,0.211,8,20,28,16,6,2,16,25,Texas A&M
7,2020-12-29,@,LSU,REG (Conf),L,54,77,21,55,0.382,5,26,0.192,16,29,0.552,0.427,7,13,0.538,11,20,31,13,4,3,13,15,30,64,0.469,9,27,0.333,21,37,0.568,0.539,8,9,0.889,15,24,39,16,7,2,9,15,Texas A&M
8,2021-01-02,,Auburn,REG (Conf),W,68,66,25,56,0.446,9,28,0.321,16,28,0.571,0.527,9,11,0.818,8,20,28,11,7,2,19,13,24,57,0.421,11,33,0.333,13,24,0.542,0.518,7,9,0.778,8,20,28,16,9,3,16,14,Texas A&M
9,2021-01-06,@,South Carolina,REG (Conf),L,54,78,17,50,0.34,5,25,0.2,12,25,0.48,0.39,15,19,0.789,3,22,25,11,9,1,19,19,29,69,0.42,10,30,0.333,19,39,0.487,0.493,10,15,0.667,17,27,44,17,7,5,15,16,Texas A&M
10,2021-01-09,,Tennessee,REG (Conf),L,54,68,16,47,0.34,8,23,0.348,8,24,0.333,0.426,14,18,0.778,9,16,25,8,7,1,15,19,27,46,0.587,8,21,0.381,19,25,0.76,0.674,6,9,0.667,3,20,23,23,6,5,10,17,Texas A&M
11,2021-01-13,@,Mississippi State,REG (Conf),W,56,55,23,53,0.434,3,10,0.3,20,43,0.465,0.462,7,9,0.778,10,16,26,8,7,3,10,11,22,51,0.431,5,14,0.357,17,37,0.459,0.48,6,10,0.6,10,17,27,11,6,6,13,13,Texas A&M
12,2021-01-16,,Missouri,REG (Conf),L,52,68,19,52,0.365,6,20,0.3,13,32,0.406,0.423,8,13,0.615,10,21,31,10,6,1,17,13,27,55,0.491,6,22,0.273,21,33,0.636,0.545,8,11,0.727,9,23,32,15,8,6,14,14,Texas A&M
13,2021-01-23,@,Ole Miss,REG (Conf),L,50,61,20,51,0.392,5,21,0.238,15,30,0.5,0.441,5,8,0.625,8,22,30,14,5,3,18,19,19,43,0.442,5,17,0.294,14,26,0.538,0.5,18,29,0.621,7,23,30,12,10,5,15,10,Texas A&M
14,2021-01-26,,LSU,REG (Conf),L,66,78,24,67,0.358,12,38,0.316,12,29,0.414,0.448,6,9,0.667,13,22,35,12,3,2,8,19,25,53,0.472,10,29,0.345,15,24,0.625,0.566,18,20,0.9,7,26,33,22,5,3,9,15,Texas A&M
15,2021-01-30,@,Kansas State,REG (Non-Conf),W,68,61,20,49,0.408,6,14,0.429,14,35,0.4,0.469,22,26,0.846,9,25,34,7,8,0,9,11,23,56,0.411,10,35,0.286,13,21,0.619,0.5,5,9,0.556,9,20,29,15,7,2,11,18,Texas A&M
16,2021-03-03,,Mississippi State,REG (Conf),L,57,63,22,69,0.319,4,25,0.16,18,44,0.409,0.348,9,10,0.9,12,20,32,13,9,1,5,13,26,49,0.531,8,19,0.421,18,30,0.6,0.612,3,12,0.25,8,29,37,18,2,8,15,8,Texas A&M
17,2021-03-06,@,Arkansas,REG (Conf),L,80,87,31,61,0.508,10,23,0.435,21,38,0.553,0.59,8,10,0.8,9,20,29,14,7,4,17,19,31,61,0.508,9,24,0.375,22,37,0.595,0.582,16,20,0.8,9,19,28,14,8,2,11,13,Texas A&M
18,2021-03-10,N,Vanderbilt,CTOURN,L,68,79,27,66,0.409,7,25,0.28,20,41,0.488,0.462,7,12,0.583,16,22,38,17,4,2,13,22,23,55,0.418,12,34,0.353,11,21,0.524,0.527,21,24,0.875,11,21,32,16,5,6,12,16,Texas A&M
1,2020-11-25,,,REG (Non-Conf),W,64,53,24,56,0.429,3,16,0.188,21,40,0.525,0.455,13,16,0.813,8,32,40,9,6,5,14,21,16,58,0.276,6,24,0.25,10,34,0.294,0.328,15,23,0.652,7,25,32,6,6,0,12,20,Texas A&M-Corpus Christi
2,2020-11-28,,Texas State,REG (Non-Conf),L,63,75,16,47,0.34,7,27,0.259,9,20,0.45,0.415,24,36,0.667,9,21,30,10,8,2,15,20,26,48,0.542,6,10,0.6,20,38,0.526,0.604,17,24,0.708,4,26,30,15,5,4,15,25,Texas A&M-Corpus Christi
3,2020-11-30,@,SMU,REG (Non-Conf),L,54,91,19,61,0.311,6,29,0.207,13,32,0.406,0.361,10,14,0.714,4,19,23,14,10,5,19,20,33,63,0.524,10,23,0.435,23,40,0.575,0.603,15,18,0.833,9,33,42,26,10,5,19,9,Texas A&M-Corpus Christi
4,2020-12-02,@,Texas–Rio Grande Valley,REG (Non-Conf),L,59,62,18,53,0.34,7,21,0.333,11,32,0.344,0.406,16,19,0.842,8,25,33,17,8,4,18,24,20,48,0.417,3,13,0.231,17,35,0.486,0.448,19,30,0.633,6,22,28,15,10,3,14,16,Texas A&M-Corpus Christi
5,2020-12-10,,Texas–Rio Grande Valley,REG (Non-Conf),L,64,68,21,48,0.438,2,13,0.154,19,35,0.543,0.458,20,26,0.769,9,29,38,12,8,3,24,21,23,66,0.348,6,21,0.286,17,45,0.378,0.394,16,19,0.842,13,18,31,9,13,2,17,24,Texas A&M-Corpus Christi
6,2020-12-12,N,Texas Tech,REG (Non-Conf),L,57,77,21,48,0.438,7,17,0.412,14,31,0.452,0.51,8,14,0.571,8,22,30,11,3,4,18,23,27,68,0.397,4,17,0.235,23,51,0.451,0.426,19,30,0.633,21,19,40,19,8,4,4,14,Texas A&M-Corpus Christi
7,2020-12-15,@,Texas State,REG (Non-Conf),L,46,51,17,43,0.395,5,14,0.357,12,29,0.414,0.453,7,10,0.7,4,20,24,8,4,2,14,15,21,46,0.457,2,13,0.154,19,33,0.576,0.478,7,12,0.583,7,21,28,8,5,4,9,14,Texas A&M-Corpus Christi
8,2020-12-19,,,REG (Non-Conf),W,99,72,34,56,0.607,9,19,0.474,25,37,0.676,0.688,22,35,0.629,9,32,41,25,6,2,19,19,24,63,0.381,6,29,0.207,18,34,0.529,0.429,18,25,0.72,9,15,24,10,7,2,17,25,Texas A&M-Corpus Christi
9,2020-12-22,,,REG (Non-Conf),W,59,35,22,53,0.415,4,17,0.235,18,36,0.5,0.453,11,17,0.647,6,30,36,12,13,9,14,12,14,53,0.264,0,10,0.0,14,43,0.326,0.264,7,10,0.7,8,26,34,11,10,2,21,14,Texas A&M-Corpus Christi
10,2021-01-13,@,Southeastern Louisiana,REG (Conf),L,63,76,22,53,0.415,9,24,0.375,13,29,0.448,0.5,10,19,0.526,7,22,29,14,5,2,16,25,22,52,0.423,9,30,0.3,13,22,0.591,0.51,23,26,0.885,6,26,32,12,7,2,16,18,Texas A&M-Corpus Christi
11,2021-01-20,@,New Orleans,REG (Conf),L,68,87,26,62,0.419,7,18,0.389,19,44,0.432,0.476,9,17,0.529,10,25,35,16,5,5,19,17,34,66,0.515,5,15,0.333,29,51,0.569,0.553,14,19,0.737,5,30,35,19,13,5,11,18,Texas A&M-Corpus Christi
12,2021-01-23,@,Incarnate Word,REG (Conf),L,53,72,18,49,0.367,4,15,0.267,14,34,0.412,0.408,13,23,0.565,7,21,28,9,2,0,11,17,23,52,0.442,11,31,0.355,12,21,0.571,0.548,15,20,0.75,6,28,34,18,5,1,8,20,Texas A&M-Corpus Christi
13,2021-01-27,,Sam Houston State,REG (Conf),L,70,75,25,52,0.481,8,17,0.471,17,35,0.486,0.558,12,18,0.667,8,25,33,13,3,1,15,17,27,62,0.435,9,27,0.333,18,35,0.514,0.508,12,13,0.923,8,22,30,15,6,3,9,17,Texas A&M-Corpus Christi
14,2021-02-03,,Stephen F. Austin,REG (Conf),L,75,84,28,62,0.452,11,22,0.5,17,40,0.425,0.54,8,14,0.571,5,19,24,15,4,3,9,14,33,66,0.5,4,14,0.286,29,52,0.558,0.53,14,18,0.778,13,31,44,15,4,2,11,15,Texas A&M-Corpus Christi
15,2021-02-06,,Incarnate Word,REG (Conf),L,53,58,21,53,0.396,5,20,0.25,16,33,0.485,0.443,6,9,0.667,7,27,34,13,7,3,13,14,19,54,0.352,8,19,0.421,11,35,0.314,0.426,12,13,0.923,5,26,31,10,4,1,9,14,Texas A&M-Corpus Christi
16,2021-02-08,,Abilene Christian,REG (Conf),L,69,82,23,49,0.469,5,13,0.385,18,36,0.5,0.52,18,20,0.9,5,22,27,11,2,1,16,18,31,60,0.517,6,15,0.4,25,45,0.556,0.567,14,21,0.667,10,20,30,20,8,3,8,16,Texas A&M-Corpus Christi
17,2021-02-10,@,Stephen F. Austin,REG (Conf),L,68,80,26,47,0.553,5,17,0.294,21,30,0.7,0.606,11,15,0.733,6,11,17,10,10,2,23,12,32,58,0.552,6,13,0.462,26,45,0.578,0.603,10,11,0.909,11,16,27,23,18,1,20,16,Texas A&M-Corpus Christi
18,2021-02-13,@,Abilene Christian,REG (Conf),L,55,83,15,51,0.294,3,14,0.214,12,37,0.324,0.324,22,30,0.733,7,24,31,7,6,2,23,21,27,56,0.482,7,26,0.269,20,30,0.667,0.545,22,27,0.815,5,25,30,19,13,6,13,24,Texas A&M-Corpus Christi
19,2021-02-20,,Lamar,REG (Conf),W,77,68,27,58,0.466,8,19,0.421,19,39,0.487,0.534,15,18,0.833,6,24,30,17,8,0,13,22,24,57,0.421,3,17,0.176,21,40,0.525,0.447,17,21,0.81,9,24,33,14,5,5,12,19,Texas A&M-Corpus Christi
20,2021-02-22,,Southeastern Louisiana,REG (Conf),L,75,78,24,49,0.49,8,18,0.444,16,31,0.516,0.571,19,21,0.905,3,24,27,17,4,2,15,14,30,60,0.5,12,26,0.462,18,34,0.529,0.6,6,11,0.545,7,20,27,16,10,2,12,18,Texas A&M-Corpus Christi
21,2021-02-24,,New Orleans,REG (Conf),L,61,69,19,60,0.317,8,27,0.296,11,33,0.333,0.383,15,24,0.625,11,24,35,13,14,7,18,17,25,56,0.446,6,14,0.429,19,42,0.452,0.5,13,16,0.813,7,32,39,17,12,2,23,20,Texas A&M-Corpus Christi
22,2021-03-01,@,Lamar,REG (Conf),L,47,66,18,55,0.327,6,20,0.3,12,35,0.343,0.382,5,14,0.357,7,23,30,11,11,3,17,12,27,55,0.491,6,14,0.429,21,41,0.512,0.545,6,12,0.5,7,32,39,14,11,6,19,16,Texas A&M-Corpus Christi
23,2021-03-03,@,Sam Houston State,REG (Conf),L,61,84,21,59,0.356,6,24,0.25,15,35,0.429,0.407,13,16,0.813,6,21,27,8,9,3,15,10,34,71,0.479,12,33,0.364,22,38,0.579,0.563,4,8,0.5,13,27,40,18,11,1,13,17,Texas A&M-Corpus Christi
24,2021-03-06,@,Houston Baptist,REG (Conf),W,94,70,37,72,0.514,10,22,0.455,27,50,0.54,0.583,10,17,0.588,14,31,45,16,9,4,13,20,24,64,0.375,11,33,0.333,13,31,0.419,0.461,11,14,0.786,6,20,26,11,4,2,17,17,Texas A&M-Corpus Christi
1,2020-11-25,@,Washington State,REG (Non-Conf),L,52,56,18,61,0.295,5,19,0.263,13,42,0.31,0.336,11,13,0.846,9,32,41,7,11,3,17,28,14,50,0.28,5,28,0.179,9,22,0.409,0.33,23,31,0.742,8,32,40,8,4,3,16,16,Texas Southern
2,2020-11-28,@,Oklahoma State,REG (Non-Conf),L,65,85,26,68,0.382,3,15,0.2,23,53,0.434,0.404,10,21,0.476,9,24,33,13,6,3,10,20,27,61,0.443,10,24,0.417,17,37,0.459,0.525,21,27,0.778,10,24,34,14,5,8,10,20,Texas Southern
3,2020-11-30,@,Wyoming,REG (Non-Conf),W,76,74,29,62,0.468,3,11,0.273,26,51,0.51,0.492,15,24,0.625,9,26,35,8,5,3,9,21,25,56,0.446,8,25,0.32,17,31,0.548,0.518,16,23,0.696,8,27,35,12,4,4,9,20,Texas Southern
4,2020-12-03,@,St. Mary's (CA),REG (Non-Conf),L,70,82,25,49,0.51,4,9,0.444,21,40,0.525,0.551,16,20,0.8,5,15,20,5,6,3,11,13,30,56,0.536,16,34,0.471,14,22,0.636,0.679,6,9,0.667,9,19,28,22,5,5,11,16,Texas Southern
5,2020-12-11,,,REG (Non-Conf),W,103,60,43,79,0.544,5,22,0.227,38,57,0.667,0.576,12,22,0.545,15,34,49,28,10,4,18,7,24,77,0.312,4,38,0.105,20,39,0.513,0.338,8,11,0.727,12,28,40,13,12,2,21,21,Texas Southern
6,2020-12-15,@,Auburn,REG (Non-Conf),L,63,80,25,51,0.49,5,11,0.455,20,40,0.5,0.539,8,9,0.889,4,21,25,12,4,2,18,23,28,61,0.459,4,23,0.174,24,38,0.632,0.492,20,32,0.625,14,21,35,9,8,6,8,11,Texas Southern
7,2020-12-21,@,Brigham Young,REG (Non-Conf),L,71,87,25,61,0.41,2,16,0.125,23,45,0.511,0.426,19,21,0.905,12,27,39,10,7,3,16,21,32,66,0.485,11,29,0.379,21,37,0.568,0.568,12,19,0.632,9,22,31,26,7,3,12,20,Texas Southern
8,2021-01-11,@,Prairie View A&M,REG (Conf),L,67,73,21,46,0.457,4,11,0.364,17,35,0.486,0.5,21,38,0.553,9,23,32,13,10,4,21,16,25,55,0.455,10,26,0.385,15,29,0.517,0.545,13,16,0.813,8,23,31,22,10,4,16,28,Texas Southern
9,2021-01-16,,Grambling State,REG (Conf),L,72,78,27,61,0.443,7,20,0.35,20,41,0.488,0.5,11,17,0.647,12,23,35,15,5,8,14,21,26,61,0.426,6,16,0.375,20,45,0.444,0.475,20,25,0.8,13,19,32,12,8,1,15,15,Texas Southern
10,2021-01-23,@,Arkansas–Pine Bluff,REG (Conf),W,66,57,27,59,0.458,2,12,0.167,25,47,0.532,0.475,10,18,0.556,12,21,33,10,11,3,12,17,17,47,0.362,7,20,0.35,10,27,0.37,0.436,16,17,0.941,6,24,30,8,6,4,17,18,Texas Southern
11,2021-01-30,,Alabama State,REG (Conf),W,80,73,27,65,0.415,3,14,0.214,24,51,0.471,0.438,23,31,0.742,12,39,51,14,7,9,19,23,23,72,0.319,8,27,0.296,15,45,0.333,0.375,19,25,0.76,9,25,34,14,6,3,13,25,Texas Southern
12,2021-02-01,,Alabama A&M,REG (Conf),W,66,49,23,63,0.365,10,27,0.37,13,36,0.361,0.444,10,16,0.625,18,29,47,15,6,4,14,12,19,63,0.302,4,21,0.19,15,42,0.357,0.333,7,14,0.5,11,24,35,6,5,4,11,16,Texas Southern
13,2021-02-06,,Texas–Rio Grande Valley,REG (Non-Conf),W,77,75,28,59,0.475,4,16,0.25,24,43,0.558,0.508,17,28,0.607,11,21,32,13,5,6,13,16,28,63,0.444,9,21,0.429,19,42,0.452,0.516,10,18,0.556,10,25,35,8,5,4,11,19,Texas Southern
14,2021-02-13,@,Grambling State,REG (Conf),W,75,73,25,55,0.455,7,23,0.304,18,32,0.563,0.518,18,22,0.818,10,27,37,18,6,6,17,21,23,56,0.411,4,15,0.267,19,41,0.463,0.446,23,29,0.793,5,21,26,16,9,1,11,17,Texas Southern
15,2021-02-21,,Prairie View A&M,REG (Conf),L,75,77,24,50,0.48,5,12,0.417,19,38,0.5,0.53,22,32,0.688,8,23,31,14,10,9,21,16,31,65,0.477,11,27,0.407,20,38,0.526,0.562,4,14,0.286,7,19,26,17,14,5,15,23,Texas Southern
16,2021-02-23,,Mississippi Valley State,REG (Conf),W,82,45,33,85,0.388,3,25,0.12,30,60,0.5,0.406,13,17,0.765,12,36,48,13,15,7,7,16,15,62,0.242,3,23,0.13,12,39,0.308,0.266,12,16,0.75,8,39,47,5,3,4,29,16,Texas Southern
17,2021-02-25,,Arkansas–Pine Bluff,REG (Conf),W,79,65,30,53,0.566,8,17,0.471,22,36,0.611,0.642,11,18,0.611,9,20,29,12,4,2,18,17,23,44,0.523,7,15,0.467,16,29,0.552,0.602,12,16,0.75,3,16,19,9,7,1,21,19,Texas Southern
18,2021-02-27,@,Alabama State,REG (Conf),W,86,76,31,60,0.517,4,10,0.4,27,50,0.54,0.55,20,27,0.741,9,29,38,11,7,6,17,19,26,68,0.382,11,27,0.407,15,41,0.366,0.463,13,18,0.722,7,19,26,12,6,1,12,22,Texas Southern
19,2021-03-01,@,Alabama A&M,REG (Conf),W,68,58,27,59,0.458,4,15,0.267,23,44,0.523,0.492,10,16,0.625,11,28,39,10,4,2,10,13,23,65,0.354,5,17,0.294,18,48,0.375,0.392,7,13,0.538,14,20,34,5,2,4,10,16,Texas Southern
20,2021-03-04,,Alcorn State,REG (Conf),W,80,78,22,55,0.4,4,22,0.182,18,33,0.545,0.436,32,39,0.821,9,25,34,8,7,5,14,19,27,61,0.443,9,18,0.5,18,43,0.419,0.516,15,18,0.833,6,24,30,9,4,4,18,27,Texas Southern
21,2021-03-06,,Southern,REG (Conf),W,80,74,27,64,0.422,5,15,0.333,22,49,0.449,0.461,21,25,0.84,13,23,36,10,7,6,17,14,26,55,0.473,6,17,0.353,20,38,0.526,0.527,16,21,0.762,3,20,23,9,9,4,16,21,Texas Southern
22,2021-03-11,N,Alcorn State,CTOURN,W,78,55,30,61,0.492,4,24,0.167,26,37,0.703,0.525,14,19,0.737,11,33,44,16,7,7,16,15,20,64,0.313,6,26,0.231,14,38,0.368,0.359,9,18,0.5,6,20,26,14,7,0,16,18,Texas Southern
23,2021-03-12,N,Jackson State,CTOURN,W,84,81,28,60,0.467,6,18,0.333,22,42,0.524,0.517,22,31,0.71,13,27,40,10,5,3,19,27,25,61,0.41,4,15,0.267,21,46,0.457,0.443,27,36,0.75,9,24,33,11,9,6,11,21,Texas Southern
24,2021-03-13,N,Prairie View A&M,CTOURN,W,80,61,29,57,0.509,3,14,0.214,26,43,0.605,0.535,19,27,0.704,9,29,38,13,7,3,11,16,24,71,0.338,6,30,0.2,18,41,0.439,0.38,7,14,0.5,17,20,37,5,5,2,13,23,Texas Southern
25,2021-03-18,N,Mount St. Mary's,FIRST-FOUR,W,60,52,22,57,0.386,6,14,0.429,16,43,0.372,0.439,10,19,0.526,9,26,35,9,2,2,5,14,19,49,0.388,6,22,0.273,13,27,0.481,0.449,8,16,0.5,4,29,33,9,1,7,9,12,Texas Southern
26,2021-03-20,N,Michigan,ROUND-64,L,66,82,23,64,0.359,1,12,0.083,22,52,0.423,0.367,19,22,0.864,10,13,23,7,8,2,10,20,26,54,0.481,9,26,0.346,17,28,0.607,0.565,21,26,0.808,9,24,33,19,4,4,14,21,Texas Southern
1,2020-11-25,,,REG (Non-Conf),W,98,59,38,71,0.535,5,14,0.357,33,57,0.579,0.57,17,25,0.68,13,32,45,17,12,2,14,21,21,59,0.356,7,26,0.269,14,33,0.424,0.415,10,15,0.667,6,23,29,7,6,1,22,20,Texas State
2,2020-11-28,@,Texas A&M–Corpus Christi,REG (Non-Conf),W,75,63,26,48,0.542,6,10,0.6,20,38,0.526,0.604,17,24,0.708,4,26,30,15,5,4,15,25,16,47,0.34,7,27,0.259,9,20,0.45,0.415,24,36,0.667,9,21,30,10,8,2,15,20,Texas State
3,2020-11-30,@,Mississippi State,REG (Non-Conf),L,51,68,17,53,0.321,4,15,0.267,13,38,0.342,0.358,13,18,0.722,7,19,26,7,6,2,5,14,25,58,0.431,9,23,0.391,16,35,0.457,0.509,9,12,0.75,12,30,42,17,2,7,15,20,Texas State
4,2020-12-05,,Incarnate Word,REG (Non-Conf),W,72,64,28,58,0.483,6,15,0.4,22,43,0.512,0.534,10,16,0.625,8,24,32,16,4,7,9,12,24,56,0.429,9,24,0.375,15,32,0.469,0.509,7,10,0.7,6,22,28,13,3,2,12,20,Texas State
