Game Date,Location,Matchup,Home Team,Home Score,Away Team,Away Score,Home W,Home Pt Diff
2024-12-21,@ Southern Illinois,High Point vs. Southern Illinois,Southern Illinois,81,High Point,94,0,-13
2024-12-29,@ High Point,Norfolk State vs. High Point,High Point,74,Norfolk State,77,0,-3
2025-01-02,@ High Point,Radford vs. High Point,High Point,76,Radford,58,1,18
2025-01-04,@ UNC Asheville,High Point vs. UNC Asheville,UNC Asheville,103,High Point,99,1,4
2025-01-16,@ Longwood,High Point vs. Longwood,Longwood,82,High Point,80,1,2
2025-01-18,@ High Point,Presbyterian vs. High Point,High Point,77,Presbyterian,66,1,11
2025-01-25,@ High Point,Winthrop vs. High Point,High Point,84,Winthrop,62,1,22
2025-02-01,@ Presbyterian,High Point vs. Presbyterian,Presbyterian,72,High Point,84,0,-12
2025-02-05,@ Radford,High Point vs. Radford,Radford,75,High Point,78,0,-3
2025-02-08,@ High Point,UNC Asheville vs. High Point,High Point,104,UNC Asheville,100,1,4
2025-02-13,@ High Point,Longwood vs. High Point,High Point,83,Longwood,72,1,11
2025-02-15,@ Winthrop,High Point vs. Winthrop,Winthrop,66,High Point,88,0,-22
2025-03-08,Neutral,Radford vs. High Point,High Point,76,Radford,73,1,3
2025-03-09,Neutral,Winthrop vs. High Point,High Point,81,Winthrop,69,1,12
2024-11-08,@ Hofstra,Iona vs. Hofstra,Hofstra,90,Iona,76,1,14
2024-11-13,Neutral,Seton Hall vs. Hofstra,Hofstra,49,Seton Hall,48,1,1
2024-11-16,@ Massachusetts,Hofstra vs. Massachusetts,Massachusetts,71,Hofstra,75,0,-4
2024-11-22,@ Houston,Hofstra vs. Houston,Houston,80,Hofstra,44,1,36
2024-11-29,Neutral,Rice vs. Hofstra,Hofstra,68,Rice,63,1,5
2024-11-30,Neutral,Hofstra vs. Tarleton State,Tarleton State,61,Hofstra,59,1,2
2024-12-09,@ Norfolk State,Hofstra vs. Norfolk State,Norfolk State,67,Hofstra,80,0,-13
2024-12-15,@ Hofstra,Temple vs. Hofstra,Hofstra,42,Temple,60,0,-18
2024-12-29,@ Quinnipiac,Hofstra vs. Quinnipiac,Quinnipiac,75,Hofstra,69,1,6
2025-01-02,@ Hofstra,William & Mary vs. Hofstra,Hofstra,56,William & Mary,74,0,-18
2025-01-04,@ Northeastern,Hofstra vs. Northeastern,Northeastern,37,Hofstra,55,0,-18
2025-01-11,@ Hofstra,UNC Wilmington vs. Hofstra,Hofstra,66,UNC Wilmington,63,1,3
2025-01-16,@ Towson,Hofstra vs. Towson,Towson,65,Hofstra,60,1,5
2025-02-06,@ Hofstra,Northeastern vs. Hofstra,Hofstra,68,Northeastern,77,0,-9
2025-02-08,@ Hofstra,Stony Brook vs. Hofstra,Hofstra,75,Stony Brook,80,0,-5
2025-02-13,@ William & Mary,Hofstra vs. William & Mary,William & Mary,61,Hofstra,60,1,1
2025-02-20,@ Hofstra,Monmouth vs. Hofstra,Hofstra,62,Monmouth,68,0,-6
2025-02-27,@ Stony Brook,Hofstra vs. Stony Brook,Stony Brook,59,Hofstra,56,1,3
2025-03-01,@ Hofstra,North Carolina A&T vs. Hofstra,Hofstra,70,North Carolina A&T,49,1,21
2025-03-07,Neutral,North Carolina A&T vs. Hofstra,Hofstra,77,North Carolina A&T,55,1,22
2025-03-08,Neutral,Hofstra vs. Monmouth,Monmouth,65,Hofstra,60,1,5
2024-11-04,@ Wisconsin,Holy Cross vs. Wisconsin,Wisconsin,85,Holy Cross,61,1,24
2024-11-08,@ Rhode Island,Holy Cross vs. Rhode Island,Rhode Island,91,Holy Cross,77,1,14
2024-11-15,Neutral,Sacred Heart vs. Holy Cross,Holy Cross,82,Sacred Heart,75,1,7
2024-11-17,Neutral,New Hampshire vs. Holy Cross,Holy Cross,74,New Hampshire,72,1,2
2024-11-24,@ Maine,Holy Cross vs. Maine,Maine,80,Holy Cross,55,1,25
2024-11-29,@ Virginia,Holy Cross vs. Virginia,Virginia,67,Holy Cross,41,1,26
2024-12-07,@ Holy Cross,Central Connecticut State vs. Holy Cross,Holy Cross,56,Central Connecticut State,69,0,-13
2024-12-17,@ Quinnipiac,Holy Cross vs. Quinnipiac,Quinnipiac,69,Holy Cross,70,0,-1
2024-12-20,@ Siena,Holy Cross vs. Siena,Siena,70,Holy Cross,78,0,-8
2025-01-02,@ Holy Cross,Loyola (MD) vs. Holy Cross,Holy Cross,74,Loyola (MD),72,1,2
2025-01-08,@ Holy Cross,Navy vs. Holy Cross,Holy Cross,70,Navy,59,1,11
2025-01-11,@ Lafayette,Holy Cross vs. Lafayette,Lafayette,82,Holy Cross,65,1,17
2025-01-25,@ Loyola (MD),Holy Cross vs. Loyola (MD),Loyola (MD),65,Holy Cross,70,0,-5
2025-02-01,@ Holy Cross,Lehigh vs. Holy Cross,Holy Cross,67,Lehigh,69,0,-2
2025-02-15,@ Lehigh,Holy Cross vs. Lehigh,Lehigh,72,Holy Cross,60,1,12
2025-02-19,@ Holy Cross,Lafayette vs. Holy Cross,Holy Cross,74,Lafayette,69,1,5
2025-02-23,@ Navy,Holy Cross vs. Navy,Navy,83,Holy Cross,77,1,6
2025-03-04,@ Lafayette,Holy Cross vs. Lafayette,Lafayette,69,Holy Cross,68,1,1
2024-11-04,@ Houston,Jackson State vs. Houston,Houston,97,Jackson State,40,1,57
2024-11-13,@ Houston,Louisiana vs. Houston,Houston,91,Louisiana,45,1,46
2024-11-28,Neutral,Notre Dame vs. Houston,Houston,65,Notre Dame,54,1,11
2024-11-30,Neutral,Houston vs. San Diego State,San Diego State,73,Houston,70,1,3
2024-12-10,@ Houston,Troy vs. Houston,Houston,62,Troy,42,1,20
2024-12-18,@ Houston,Toledo vs. Houston,Houston,78,Toledo,49,1,29
2024-12-30,@ Oklahoma State,Houston vs. Oklahoma State,Oklahoma State,47,Houston,60,0,-13
2025-01-06,@ Houston,TCU vs. Houston,Houston,65,TCU,46,1,19
2025-01-11,@ Kansas State,Houston vs. Kansas State,Kansas State,57,Houston,87,0,-30
2025-01-15,@ Houston,West Virginia vs. Houston,Houston,70,West Virginia,54,1,16
2025-01-18,@ UCF,Houston vs. UCF,UCF,68,Houston,69,0,-1
2025-01-22,@ Houston,Utah vs. Houston,Houston,70,Utah,36,1,34
2025-01-25,@ Kansas,Houston vs. Kansas,Kansas,86,Houston,92,0,-6
2025-01-29,@ West Virginia,Houston vs. West Virginia,West Virginia,49,Houston,63,0,-14
2025-02-01,@ Houston,Texas Tech vs. Houston,Houston,81,Texas Tech,82,0,-1
2025-02-04,@ Houston,Oklahoma State vs. Houston,Houston,72,Oklahoma State,63,1,9
2025-02-22,@ Houston,Iowa State vs. Houston,Houston,68,Iowa State,59,1,9
2025-02-24,@ Texas Tech,Houston vs. Texas Tech,Texas Tech,61,Houston,69,0,-8
2025-03-03,@ Houston,Kansas vs. Houston,Houston,65,Kansas,59,1,6
2024-11-08,@ Texas,Houston Christian vs. Texas,Texas,90,Houston Christian,59,1,31
2024-11-22,@ Houston Christian,Rice vs. Houston Christian,Houston Christian,58,Rice,61,0,-3
2024-11-27,@ Houston Christian,Northern Arizona vs. Houston Christian,Houston Christian,71,Northern Arizona,74,0,-3
2024-11-30,@ UTSA,Houston Christian vs. UTSA,UTSA,78,Houston Christian,71,1,7
2024-12-07,@ Houston Christian,Northwestern State vs. Houston Christian,Houston Christian,57,Northwestern State,64,0,-7
2024-12-20,@ Texas A&M,Houston Christian vs. Texas A&M,Texas A&M,77,Houston Christian,45,1,32
2024-12-22,@ North Texas,Houston Christian vs. North Texas,North Texas,62,Houston Christian,46,1,16
2025-01-04,@ Lamar,Houston Christian vs. Lamar,Lamar,63,Houston Christian,61,1,2
2025-01-06,@ Stephen F. Austin,Houston Christian vs. Stephen F. Austin,Stephen F. Austin,73,Houston Christian,83,0,-10
2025-01-11,@ Houston Christian,Incarnate Word vs. Houston Christian,Houston Christian,81,Incarnate Word,76,1,5
2025-01-13,@ Houston Christian,McNeese State vs. Houston Christian,Houston Christian,59,McNeese State,75,0,-16
2025-01-25,@ New Orleans,Houston Christian vs. New Orleans,New Orleans,76,Houston Christian,86,0,-10
2025-01-27,@ Southeastern Louisiana,Houston Christian vs. Southeastern Louisiana,Southeastern Louisiana,62,Houston Christian,70,0,-8
2025-02-01,@ Incarnate Word,Houston Christian vs. Incarnate Word,Incarnate Word,74,Houston Christian,64,1,10
2025-02-03,@ Nicholls State,Houston Christian vs. Nicholls State,Nicholls State,75,Houston Christian,67,1,8
2025-02-08,@ Houston Christian,New Orleans vs. Houston Christian,Houston Christian,81,New Orleans,68,1,13
2025-02-10,@ Houston Christian,Southeastern Louisiana vs. Houston Christian,Houston Christian,60,Southeastern Louisiana,69,0,-9
2025-02-22,@ Houston Christian,Lamar vs. Houston Christian,Houston Christian,58,Lamar,66,0,-8
2025-02-24,@ Houston Christian,Stephen F. Austin vs. Houston Christian,Houston Christian,72,Stephen F. Austin,56,1,16
2025-03-01,@ Northwestern State,Houston Christian vs. Northwestern State,Northwestern State,61,Houston Christian,56,1,5
2024-11-04,@ Kansas,Howard vs. Kansas,Kansas,87,Howard,57,1,30
2024-11-08,@ Missouri,Howard vs. Missouri,Missouri,77,Howard,62,1,15
2024-11-13,Neutral,Tennessee State vs. Howard,Howard,88,Tennessee State,84,1,4
2024-11-30,@ Howard,Mount St. Mary's vs. Howard,Howard,75,Mount St. Mary's,79,0,-4
2024-12-14,@ Howard,UNC Wilmington vs. Howard,Howard,88,UNC Wilmington,83,1,5
2025-01-01,@ Yale,Howard vs. Yale,Yale,93,Howard,65,1,28
2025-01-11,@ Howard,Morgan State vs. Howard,Howard,100,Morgan State,95,1,5
2025-01-25,@ Norfolk State,Howard vs. Norfolk State,Norfolk State,92,Howard,75,1,17
2025-02-03,@ Howard,South Carolina State vs. Howard,Howard,66,South Carolina State,89,0,-23
2025-02-08,@ Howard,North Carolina Central vs. Howard,Howard,82,North Carolina Central,78,1,4
2025-02-10,@ Maryland-Eastern Shore,Howard vs. Maryland-Eastern Shore,Maryland-Eastern Shore,57,Howard,77,0,-20
2025-02-17,@ Howard,Maryland-Eastern Shore vs. Howard,Howard,86,Maryland-Eastern Shore,62,1,24
2025-02-22,@ Morgan State,Howard vs. Morgan State,Morgan State,81,Howard,87,0,-6
2025-03-01,@ North Carolina Central,Howard vs. North Carolina Central,North Carolina Central,72,Howard,68,1,4
2025-03-03,@ South Carolina State,Howard vs. South Carolina State,South Carolina State,79,Howard,69,1,10
2025-03-06,@ Howard,Norfolk State vs. Howard,Howard,69,Norfolk State,81,0,-12
2025-03-13,Neutral,Howard vs. Morgan State,Morgan State,91,Howard,90,1,1
2024-11-07,@ Idaho,UC Davis vs. Idaho,Idaho,75,UC Davis,79,0,-4
2024-11-11,@ Washington State,Idaho vs. Washington State,Washington State,90,Idaho,67,1,23
2024-11-23,Neutral,Idaho vs. Southern Utah,Southern Utah,82,Idaho,67,1,15
2024-11-24,@ San Diego,Idaho vs. San Diego,San Diego,68,Idaho,61,1,7
2024-11-30,@ Idaho,UC Riverside vs. Idaho,Idaho,80,UC Riverside,68,1,12
2024-12-04,@ Kansas City,Idaho vs. Kansas City,Kansas City,77,Idaho,82,0,-5
2024-12-07,@ Oregon State,Idaho vs. Oregon State,Oregon State,78,Idaho,62,1,16
2024-12-15,@ Idaho,UC San Diego vs. Idaho,Idaho,56,UC San Diego,80,0,-24
2024-12-18,@ UC Davis,Idaho vs. UC Davis,UC Davis,74,Idaho,66,1,8
2024-12-21,@ Pacific,Idaho vs. Pacific,Pacific,72,Idaho,95,0,-23
2025-01-02,@ Idaho,Montana State vs. Idaho,Idaho,69,Montana State,64,1,5
2025-01-04,@ Idaho,Montana vs. Idaho,Idaho,71,Montana,73,0,-2
2025-01-09,@ Sacramento State,Idaho vs. Sacramento State,Sacramento State,67,Idaho,80,0,-13
2025-01-11,@ Portland State,Idaho vs. Portland State,Portland State,75,Idaho,63,1,12
2025-01-20,@ Montana,Idaho vs. Montana,Montana,72,Idaho,67,1,5
2025-01-23,@ Idaho,Northern Colorado vs. Idaho,Idaho,77,Northern Colorado,76,1,1
2025-01-25,@ Idaho,Northern Arizona vs. Idaho,Idaho,72,Northern Arizona,80,0,-8
2025-01-30,@ Weber State,Idaho vs. Weber State,Weber State,74,Idaho,82,0,-8
2025-02-01,@ Idaho State,Idaho vs. Idaho State,Idaho State,87,Idaho,71,1,16
2025-02-06,@ Idaho,Portland State vs. Idaho,Idaho,69,Portland State,76,0,-7
2025-02-08,@ Idaho,Sacramento State vs. Idaho,Idaho,78,Sacramento State,76,1,2
2025-02-20,@ Northern Arizona,Idaho vs. Northern Arizona,Northern Arizona,78,Idaho,83,0,-5
2025-02-22,@ Northern Colorado,Idaho vs. Northern Colorado,Northern Colorado,92,Idaho,74,1,18
2025-02-27,@ Idaho,Idaho State vs. Idaho,Idaho,65,Idaho State,69,0,-4
2025-03-01,@ Idaho,Weber State vs. Idaho,Idaho,81,Weber State,79,1,2
2025-03-03,@ Montana State,Idaho vs. Montana State,Montana State,75,Idaho,60,1,15
2025-03-10,Neutral,Portland State vs. Idaho,Idaho,80,Portland State,70,1,10
2025-03-11,Neutral,Idaho vs. Montana,Montana,78,Idaho,55,1,23
2024-11-07,@ Southern California,Idaho State vs. Southern California,Southern California,75,Idaho State,69,1,6
2024-11-16,@ San Diego,Idaho State vs. San Diego,San Diego,66,Idaho State,78,0,-12
2024-11-20,@ UCLA,Idaho State vs. UCLA,UCLA,84,Idaho State,70,1,14
2024-12-04,@ South Dakota,Idaho State vs. South Dakota,South Dakota,94,Idaho State,80,1,14
2024-12-07,@ Idaho State,Oral Roberts vs. Idaho State,Idaho State,71,Oral Roberts,55,1,16
2024-12-18,@ Idaho State,Utah Valley vs. Idaho State,Idaho State,56,Utah Valley,70,0,-14
2025-01-02,@ Northern Arizona,Idaho State vs. Northern Arizona,Northern Arizona,67,Idaho State,72,0,-5
2025-01-04,@ Northern Colorado,Idaho State vs. Northern Colorado,Northern Colorado,93,Idaho State,92,1,1
2025-01-11,@ Idaho State,Weber State vs. Idaho State,Idaho State,69,Weber State,77,0,-8
2025-01-16,@ Idaho State,Montana State vs. Idaho State,Idaho State,70,Montana State,67,1,3
2025-01-18,@ Idaho State,Montana vs. Idaho State,Idaho State,86,Montana,61,1,25
2025-01-23,@ Sacramento State,Idaho State vs. Sacramento State,Sacramento State,75,Idaho State,71,1,4
2025-01-25,@ Portland State,Idaho State vs. Portland State,Portland State,76,Idaho State,59,1,17
2025-02-03,@ Idaho State,Northern Colorado vs. Idaho State,Idaho State,72,Northern Colorado,86,0,-14
2025-02-08,@ Weber State,Idaho State vs. Weber State,Weber State,67,Idaho State,72,0,-5
2025-02-13,@ Montana,Idaho State vs. Montana,Montana,81,Idaho State,68,1,13
2025-02-15,@ Montana State,Idaho State vs. Montana State,Montana State,74,Idaho State,69,1,5
2025-02-20,@ Idaho State,Portland State vs. Idaho State,Idaho State,82,Portland State,74,1,8
2025-02-22,@ Idaho State,Sacramento State vs. Idaho State,Idaho State,83,Sacramento State,66,1,17
2025-03-03,@ Idaho State,Northern Arizona vs. Idaho State,Idaho State,79,Northern Arizona,82,0,-3
2025-03-10,Neutral,Idaho State vs. Montana State,Montana State,80,Idaho State,60,1,20
2024-11-13,@ Illinois,Oakland vs. Illinois,Illinois,66,Oakland,54,1,12
2024-11-23,@ Illinois,Maryland-Eastern Shore vs. Illinois,Illinois,87,Maryland-Eastern Shore,40,1,47
2024-11-25,@ Illinois,Little Rock vs. Illinois,Illinois,92,Little Rock,34,1,58
2024-12-06,@ Northwestern,Illinois vs. Northwestern,Northwestern,70,Illinois,66,1,4
2024-12-10,@ Illinois,Wisconsin vs. Illinois,Illinois,86,Wisconsin,80,1,6
2024-12-14,@ Illinois,Tennessee vs. Illinois,Illinois,64,Tennessee,66,0,-2
2024-12-22,Neutral,Missouri vs. Illinois,Illinois,80,Missouri,77,1,3
2025-01-02,@ Oregon,Illinois vs. Oregon,Oregon,77,Illinois,109,0,-32
2025-01-05,@ Washington,Illinois vs. Washington,Washington,77,Illinois,81,0,-4
2025-01-08,@ Illinois,Penn State vs. Illinois,Illinois,91,Penn State,52,1,39
2025-01-11,@ Illinois,Southern California vs. Illinois,Illinois,72,Southern California,82,0,-10
2025-01-14,@ Indiana,Illinois vs. Indiana,Indiana,69,Illinois,94,0,-25
2025-01-19,@ Michigan State,Illinois vs. Michigan State,Michigan State,80,Illinois,78,1,2
2025-01-23,@ Illinois,Maryland vs. Illinois,Illinois,70,Maryland,91,0,-21
2025-01-26,@ Illinois,Northwestern vs. Illinois,Illinois,83,Northwestern,74,1,9
2025-01-30,@ Nebraska,Illinois vs. Nebraska,Nebraska,80,Illinois,74,1,6
2025-02-02,@ Illinois,Ohio State vs. Illinois,Illinois,87,Ohio State,79,1,8
2025-02-05,@ Rutgers,Illinois vs. Rutgers,Rutgers,82,Illinois,73,1,9
2025-02-08,@ Minnesota,Illinois vs. Minnesota,Minnesota,74,Illinois,95,0,-21
2025-02-11,@ Illinois,UCLA vs. Illinois,Illinois,83,UCLA,78,1,5
2025-02-15,@ Illinois,Michigan State vs. Illinois,Illinois,65,Michigan State,79,0,-14
2025-02-18,@ Wisconsin,Illinois vs. Wisconsin,Wisconsin,95,Illinois,74,1,21
2025-02-25,@ Illinois,Iowa vs. Illinois,Illinois,81,Iowa,61,1,20
2025-03-02,@ Michigan,Illinois vs. Michigan,Michigan,73,Illinois,93,0,-20
2025-03-07,@ Illinois,Purdue vs. Illinois,Illinois,88,Purdue,80,1,8
2025-03-13,Neutral,Iowa vs. Illinois,Illinois,106,Iowa,94,1,12
2025-03-14,Neutral,Illinois vs. Maryland,Maryland,88,Illinois,65,1,23
2024-11-07,@ North Dakota State,Illinois State vs. North Dakota State,North Dakota State,68,Illinois State,77,0,-9
2024-11-12,@ Illinois State,Ohio vs. Illinois State,Illinois State,85,Ohio,75,1,10
2024-11-22,Neutral,Illinois State vs. McNeese State,McNeese State,76,Illinois State,68,1,8
2024-11-23,Neutral,UAB vs. Illinois State,Illinois State,84,UAB,83,1,1
2024-12-07,@ Illinois State,Pacific vs. Illinois State,Illinois State,72,Pacific,61,1,11
2024-12-15,@ Illinois State,Saint Louis vs. Illinois State,Illinois State,81,Saint Louis,77,1,4
2024-12-18,@ Illinois State,Northern Illinois vs. Illinois State,Illinois State,81,Northern Illinois,60,1,21
2025-01-02,@ Murray State,Illinois State vs. Murray State,Murray State,68,Illinois State,74,0,-6
2025-01-05,@ Illinois State,Southern Illinois vs. Illinois State,Illinois State,85,Southern Illinois,54,1,31
2025-01-11,@ Illinois State,Northern Iowa vs. Illinois State,Illinois State,84,Northern Iowa,85,0,-1
2025-01-18,@ Illinois State,Missouri State vs. Illinois State,Illinois State,74,Missouri State,68,1,6
2025-01-21,@ Illinois State,Indiana State vs. Illinois State,Illinois State,85,Indiana State,81,1,4
2025-02-01,@ Illinois State,Valparaiso vs. Illinois State,Illinois State,86,Valparaiso,78,1,8
2025-02-08,@ Northern Iowa,Illinois State vs. Northern Iowa,Northern Iowa,68,Illinois State,65,1,3
2025-02-15,@ Indiana State,Illinois State vs. Indiana State,Indiana State,85,Illinois State,76,1,9
2025-02-22,@ Missouri State,Illinois State vs. Missouri State,Missouri State,68,Illinois State,70,0,-2
2025-02-25,@ Southern Illinois,Illinois State vs. Southern Illinois,Southern Illinois,88,Illinois State,79,1,9
2025-03-06,Neutral,Missouri State vs. Illinois State,Illinois State,70,Missouri State,54,1,16
2024-11-22,@ Northern Arizona,Incarnate Word vs. Northern Arizona,Northern Arizona,75,Incarnate Word,74,1,1
2024-11-25,@ South Alabama,Incarnate Word vs. South Alabama,South Alabama,84,Incarnate Word,63,1,21
2024-11-27,Neutral,Western Illinois vs. Incarnate Word,Incarnate Word,86,Western Illinois,75,1,11
2024-12-05,@ Incarnate Word,Northwestern State vs. Incarnate Word,Incarnate Word,70,Northwestern State,72,0,-2
2025-01-04,@ Stephen F. Austin,Incarnate Word vs. Stephen F. Austin,Stephen F. Austin,49,Incarnate Word,55,0,-6
2025-01-06,@ Lamar,Incarnate Word vs. Lamar,Lamar,72,Incarnate Word,58,1,14
2025-01-13,@ Incarnate Word,Nicholls State vs. Incarnate Word,Incarnate Word,82,Nicholls State,88,0,-6
2025-01-25,@ Southeastern Louisiana,Incarnate Word vs. Southeastern Louisiana,Southeastern Louisiana,86,Incarnate Word,63,1,23
2025-01-27,@ New Orleans,Incarnate Word vs. New Orleans,New Orleans,58,Incarnate Word,74,0,-16
2025-02-03,@ McNeese State,Incarnate Word vs. McNeese State,McNeese State,67,Incarnate Word,65,1,2
2025-02-08,@ Incarnate Word,Southeastern Louisiana vs. Incarnate Word,Incarnate Word,66,Southeastern Louisiana,71,0,-5
2025-02-10,@ Incarnate Word,New Orleans vs. Incarnate Word,Incarnate Word,75,New Orleans,65,1,10
2025-02-22,@ Incarnate Word,Stephen F. Austin vs. Incarnate Word,Incarnate Word,63,Stephen F. Austin,61,1,2
2025-02-24,@ Incarnate Word,Lamar vs. Incarnate Word,Incarnate Word,73,Lamar,61,1,12
2025-03-03,@ Northwestern State,Incarnate Word vs. Northwestern State,Northwestern State,73,Incarnate Word,57,1,16
2025-03-09,Neutral,Southeastern Louisiana vs. Incarnate Word,Incarnate Word,71,Southeastern Louisiana,67,1,4
2025-03-10,Neutral,Incarnate Word vs. Nicholls State,Nicholls State,74,Incarnate Word,70,1,4
2024-11-16,@ Indiana,South Carolina vs. Indiana,Indiana,87,South Carolina,71,1,16
2024-11-21,@ Indiana,UNC Greensboro vs. Indiana,Indiana,69,UNC Greensboro,58,1,11
2024-11-27,Neutral,Indiana vs. Louisville,Louisville,89,Indiana,61,1,28
2024-11-29,Neutral,Providence vs. Indiana,Indiana,89,Providence,73,1,16
2024-12-06,@ Indiana,Miami (OH) vs. Indiana,Indiana,76,Miami (OH),57,1,19
2024-12-09,@ Indiana,Minnesota vs. Indiana,Indiana,82,Minnesota,67,1,15
2024-12-13,@ Nebraska,Indiana vs. Nebraska,Nebraska,85,Indiana,68,1,17
2024-12-29,@ Indiana,Winthrop vs. Indiana,Indiana,77,Winthrop,68,1,9
2025-01-02,@ Indiana,Rutgers vs. Indiana,Indiana,84,Rutgers,74,1,10
2025-01-05,@ Penn State,Indiana vs. Penn State,Penn State,71,Indiana,77,0,-6
2025-01-08,@ Indiana,Southern California vs. Indiana,Indiana,82,Southern California,69,1,13
2025-01-11,@ Iowa,Indiana vs. Iowa,Iowa,85,Indiana,60,1,25
2025-01-17,@ Ohio State,Indiana vs. Ohio State,Ohio State,76,Indiana,77,0,-1
2025-01-22,@ Northwestern,Indiana vs. Northwestern,Northwestern,79,Indiana,70,1,9
2025-01-26,@ Indiana,Maryland vs. Indiana,Indiana,78,Maryland,79,0,-1
2025-01-31,@ Purdue,Indiana vs. Purdue,Purdue,81,Indiana,76,1,5
2025-02-04,@ Wisconsin,Indiana vs. Wisconsin,Wisconsin,76,Indiana,64,1,12
2025-02-08,@ Indiana,Michigan vs. Indiana,Indiana,67,Michigan,70,0,-3
2025-02-11,@ Michigan State,Indiana vs. Michigan State,Michigan State,67,Indiana,71,0,-4
2025-02-14,@ Indiana,UCLA vs. Indiana,Indiana,68,UCLA,72,0,-4
2025-02-23,@ Indiana,Purdue vs. Indiana,Indiana,73,Purdue,58,1,15
2025-02-26,@ Indiana,Penn State vs. Indiana,Indiana,83,Penn State,78,1,5
2025-03-01,@ Washington,Indiana vs. Washington,Washington,62,Indiana,78,0,-16
2025-03-04,@ Oregon,Indiana vs. Oregon,Oregon,73,Indiana,64,1,9
2025-03-08,@ Indiana,Ohio State vs. Indiana,Indiana,66,Ohio State,60,1,6
2025-03-13,Neutral,Indiana vs. Oregon,Oregon,72,Indiana,59,1,13
2024-11-25,@ Southern Indiana,Indiana State vs. Southern Indiana,Southern Indiana,87,Indiana State,77,1,10
2024-11-30,Neutral,Iona vs. Indiana State,Indiana State,83,Iona,80,1,3
2024-12-01,Neutral,Tarleton State vs. Indiana State,Indiana State,87,Tarleton State,71,1,16
2024-12-07,@ Missouri State,Indiana State vs. Missouri State,Missouri State,77,Indiana State,80,0,-3
2024-12-18,@ Indiana State,Murray State vs. Indiana State,Indiana State,84,Murray State,74,1,10
2024-12-29,@ Ohio State,Indiana State vs. Ohio State,Ohio State,103,Indiana State,83,1,20
2025-01-08,@ Valparaiso,Indiana State vs. Valparaiso,Valparaiso,98,Indiana State,95,1,3
